CODE,LINE_NAME,DATE,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH,LOSS_PCT,MAX_LOAD_PCT,AVG_LOAD_PCT,N_INTERVALS,OUTPUT_SRC
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-13,164,6.768,0.0629004,6.8309,3.99863,4.78814,1.86698,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-13,297,8.712,0.326775,9.03877,2.95347,15.82,4.97542,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-13,177,29.016,0.0179385,29.0339,14.0918,1.36315,0.819649,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-13,89.6,29.616,0.00243575,29.6184,24.8438,0.555077,0.226025,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-13,11070,44.4,22.3622,66.7622,0.599476,31.7692,23.1175,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-13,619.2,12.9638,0.254337,13.2182,2.0901,7.54307,4.56521,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-13,636,19.2932,0.426818,19.72,3.00738,9.93439,3.61796,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-13,60.8,21.2808,0.00122534,21.282,25.9278,0.243705,0.236096,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-13,165,40.7112,0.00425202,40.7155,19.7921,0.386264,0.283192,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-13,4722,22.1858,8.29486,30.4807,0.641364,26.0965,19.6755,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-13,129.6,22.2,0.0173217,22.2173,14.6342,3.82858,0.531061,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-13,1046.4,21.552,0.739679,22.2917,2.08588,12.2581,5.81032,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-13,897.6,19.92,0.579991,20.5,2.23287,12.6091,4.76382,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-13,10302,45.5151,10.4879,56.003,0.540674,23.4913,17.5724,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-13,414,45.5784,0.156245,45.7346,9.94805,11.4493,0.807237,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-13,19,17.568,0.000226732,17.5682,48.0423,0.161107,0.107364,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-13,222,6.84,0.192139,7.03214,3.07037,10.1098,5.11967,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-13,368,6.432,0.652884,7.08488,1.88887,27.445,9.87458,51,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-13,25907,91.8096,68.8594,160.669,0.616353,55.7092,35.8138,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-13,3422.4,18.912,6.52355,25.4355,0.737725,47.9756,19.8641,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-13,384,27.696,0.043696,27.7397,6.73719,3.05,1.00444,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-13,5906.4,23.088,21.8849,44.9729,0.755673,75.2687,27.2309,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-13,351,18.72,0.0839702,18.804,5.08485,6.59105,2.22817,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-13,625.2,9.96,0.438994,10.399,1.63609,10.4822,6.52947,53,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-13,904,95.088,0.0840713,95.1721,9.52509,1.64428,1.30747,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-13,648,95.736,0.0412346,95.7772,12.8771,1.90587,0.905628,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-13,468,73.128,0.0359901,73.164,13.5197,2.03735,0.97185,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-13,395,7.728,0.472216,8.20022,2.03378,26.3984,3.28733,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-13,528,57.528,0.0549738,57.583,9.83344,2.20445,1.0894,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-13,2718.4,17.9362,9.1958,27.132,0.988222,57.0644,18.3302,48,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-13,159,46.9082,0.0226204,46.9308,22.7896,0.99129,0.596323,45,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-13,5086.4,16.7338,20.034,36.7677,0.717676,56.7958,38.0869,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-13,2390.4,16.008,5.59611,21.6041,0.895691,47.803,18.622,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-13,5016,31.32,7.33591,38.6559,0.764758,21.4198,14.3295,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-13,6045.6,22.3344,15.8698,38.2042,0.627966,53.9161,26.8195,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-13,760.8,10.1587,0.727841,10.8866,1.41075,20.3887,8.33058,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-13,705.6,9.6,0.992579,10.5926,1.47901,23.5127,7.7751,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-13,40,9.63312,0.00186661,9.63499,19.4117,0.670522,0.445608,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-13,15.6,9.8436,0.000602109,9.8442,38.6894,0.7506,0.152889,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-13,211.2,9.864,0.118794,9.98279,4.51337,13.4665,2.27794,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-13,169.6,9.72,0.0561172,9.77612,5.45007,5.78176,1.84316,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-13,393.6,18.768,0.116923,18.8849,4.57833,6.9091,2.71704,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-13,816,19.296,0.554678,19.8507,2.37491,11.4509,4.36252,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-13,340,19.296,0.102982,19.399,5.39762,5.13359,1.96911,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-13,2380.8,10.68,7.50059,18.1806,0.757846,51.2091,26.2691,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-14,192,6.768,0.0806207,6.84862,3.44414,5.70093,2.05112,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-14,342,8.712,0.390305,9.10231,2.59249,15.2534,5.77026,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-14,159,29.016,0.0169165,29.0329,15.4403,1.5036,0.796933,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-14,83.2,29.616,0.00257781,29.6186,26.2533,0.597714,0.230672,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-14,12555,44.4,28.316,72.716,0.575845,35.1079,26.1441,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-14,619.2,12.9638,0.266025,13.2299,2.09191,8.2002,4.63364,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-14,810,19.32,0.53448,19.8545,2.39253,11.1826,4.52021,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-14,60.8,21.266,0.00129124,21.2673,25.9145,0.273408,0.241837,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-14,185,40.7112,0.00552145,40.7167,18.0389,0.772787,0.31264,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-14,4924,22.1858,9.18284,31.3687,0.633024,26.3731,20.7257,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-14,88.8,22.2,0.0062927,22.2063,20.0045,1.37325,0.3597,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-14,1132.8,21.552,0.888188,22.4402,1.94247,13.0222,6.50244,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-14,953.6,19.92,0.578783,20.4988,2.10438,14.3552,4.83061,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-14,9294,45.5467,8.11657,53.6633,0.574083,20.223,15.5624,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-14,300,45.5784,0.0131524,45.5916,13.1923,0.893174,0.484285,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-14,21,17.568,0.000301995,17.5683,45.5511,0.223507,0.122503,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-14,228.6,6.84,0.196706,7.03671,2.98625,11.6821,5.27371,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-14,399.6,6.432,0.628212,7.06021,1.73615,27.8594,9.7663,52,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-14,26068,91.8096,68.0118,159.821,0.609358,57.8664,35.6689,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-14,3556.8,18.912,6.32083,25.2328,0.704428,24.8363,19.9115,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-14,396,27.696,0.0400012,27.736,6.54559,1.80434,1.01002,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-14,6192,23.088,25.2452,48.3332,0.774528,80.4622,28.5658,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-14,353,18.72,0.0808038,18.8008,5.05669,4.04077,2.27351,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-14,600,9.96,0.397564,10.3576,1.69697,10.3586,6.34186,52,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-14,904,61.2129,0.0480322,61.2609,6.34657,1.55492,1.21873,30,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-14,632,95.736,0.0424126,95.7784,13.1604,2.33482,0.907519,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-14,420,73.128,0.0282588,73.1563,14.8343,1.33154,0.891565,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-14,439,7.728,0.37831,8.10631,1.81306,15.3981,3.44357,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-14,560,57.528,0.0628752,57.5909,9.32509,1.70423,1.15415,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-14,2699.2,17.9362,9.28448,27.2206,0.998402,63.0315,18.0745,48,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-14,168,52.08,0.0237344,52.1037,23.6724,1.38661,0.590945,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-14,4937.6,16.7338,18.6506,35.3843,0.711531,56.2469,36.5784,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-14,2244.8,16.008,5.82005,21.8281,0.963019,45.1712,18.0887,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-14,4932,31.32,6.90016,38.2202,0.768983,22.0938,13.8052,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-14,5923.2,22.3189,13.0319,35.3508,0.593278,45.5574,24.8656,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-14,740,10.1587,0.823829,10.9825,1.46242,24.1502,8.37015,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-14,777.6,9.6,1.35329,10.9533,1.38904,27.3463,8.8257,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-14,43.2,9.63312,0.00219508,9.63532,18.2365,1.32966,0.462268,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-14,21.6,9.85044,0.00109603,9.85153,31.3229,1.41796,0.221291,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-14,248,9.864,0.157159,10.0212,3.88385,12.9586,2.68899,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-14,174.4,9.72,0.0560067,9.77601,5.30797,5.1903,1.8286,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-14,510.4,18.768,0.22832,18.9963,3.5883,8.60949,3.58471,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-14,802,19.296,0.542483,19.8385,2.41392,11.0506,4.2851,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-14,348,19.296,0.128784,19.4248,5.28674,5.76327,2.22386,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-14,2690.4,10.68,9.87935,20.5593,0.758379,47.64,29.9482,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-15,207,6.768,0.0743322,6.84233,3.19971,5.77868,1.97358,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-15,357.6,8.712,0.400302,9.1123,2.48486,14.9259,5.98862,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-15,180,29.016,0.0183301,29.0343,13.8897,1.35254,0.83074,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-15,80,29.616,0.00252156,29.6185,27.0196,0.640355,0.219725,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-15,11870,44.4,25.5283,69.9283,0.585667,33.4691,24.6817,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-15,734.4,12.9638,0.364058,13.3279,1.78245,9.17254,5.34548,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-15,771,19.3066,0.579087,19.8857,2.51435,13.7748,4.41234,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-15,67.2,21.2808,0.00160481,21.2824,24.0527,0.395818,0.266847,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-15,170,40.7112,0.00455627,40.7158,19.3226,0.417612,0.294227,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-15,5134,22.2012,10.1543,32.3555,0.626274,27.7808,21.8087,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-15,136.8,22.2,0.0140655,22.2141,13.9699,1.86352,0.572765,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-15,1160,21.552,0.897055,22.4491,1.89852,13.1775,6.53474,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-15,801.6,19.92,0.387113,20.3071,2.47073,10.9205,4.11463,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-15,10824,45.5467,11.3474,56.8942,0.522881,25.344,18.3373,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-15,168,37.9503,0.00695156,37.9573,18.4297,3.192,0.352301,42,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-15,27,17.568,0.00961014,17.5776,39.4315,4.97255,0.236562,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-15,225,6.84,0.19851,7.03851,3.03334,11.9116,5.23618,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-15,404,6.432,0.820797,7.2528,1.76359,30.0444,11.54,51,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-15,25753,91.8096,63.4096,155.219,0.599112,54.8038,34.5668,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-15,3601.6,18.912,6.18315,25.0951,0.691956,24.7556,19.6957,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-15,388,27.696,0.041153,27.7372,6.6718,2.20057,0.995557,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-15,7749.6,23.104,35.2816,58.3857,0.747769,79.411,34.792,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-15,380,18.72,0.105285,18.8253,4.72018,5.41921,2.53203,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-15,543.6,9.96,0.340117,10.3001,1.85956,10.1266,5.7699,51,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-15,1608,95.088,0.293117,95.3811,5.59952,4.56631,2.21101,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-15,928,95.603,0.0973014,95.7003,9.34847,2.79186,1.30259,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-15,426,73.128,0.0286944,73.1567,14.6561,1.75263,0.900018,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-15,577,7.72263,0.697167,8.4198,1.43825,18.3687,4.80306,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-15,648,57.528,0.0764033,57.6044,8.16384,2.12462,1.34611,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-15,2574.4,17.9362,8.66769,26.6038,1.02283,48.303,18.1498,48,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-15,177,52.08,0.0283757,52.1084,22.744,1.34164,0.63507,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-15,4950.4,16.7338,19.2064,35.9401,0.720772,59.1794,36.6918,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-15,2830.4,16.0191,10.1143,26.1334,0.914865,50.8478,24.8663,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-15,4980,31.32,6.91589,38.2359,0.761939,19.2414,13.9287,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-15,6108,22.3344,13.7802,36.1146,0.587792,40.9646,25.7506,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-15,704,10.1587,0.709961,10.8687,1.52037,21.7227,7.90869,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-15,753.6,9.6,1.21348,10.8135,1.41461,25.4954,8.65151,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-15,46.4,9.63312,0.00274459,9.63586,17.1959,1.32544,0.511381,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-15,37.2,9.8436,0.00335927,9.84696,20.9301,2.05407,0.361549,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-15,326.4,9.864,0.192244,10.0562,2.98887,15.2036,2.84697,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-15,164.8,9.72,0.0429376,9.76294,5.59279,4.16192,1.66144,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-15,636.8,18.768,0.365843,19.1338,2.91704,10.4098,4.4436,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-15,800,19.296,0.657176,19.9532,2.43345,12.3803,4.6766,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-15,344,19.296,0.113671,19.4097,5.34099,5.43614,2.05818,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-15,3002.4,10.68,12.5011,23.1811,0.766169,55.4808,33.7145,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-16,192,6.768,0.0909944,6.85899,3.44917,6.37304,2.14198,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-16,381,8.712,0.44247,9.15447,2.34637,15.555,6.32174,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-16,168,29.016,0.0168178,29.0328,14.735,1.13842,0.800194,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-16,83.2,29.616,0.00255865,29.6186,26.2533,0.53376,0.22796,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-16,11140,44.3692,23.3285,67.6977,0.604029,33.5923,23.4714,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-16,748.8,12.9638,0.397933,13.3618,1.75314,11.3224,5.4465,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-16,720,19.32,0.554713,19.8747,2.68623,14.7876,4.10855,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-16,57.6,21.2808,0.00125323,21.2821,26.9796,0.263879,0.238673,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-16,160,40.7112,0.00432142,40.7155,20.2852,0.386264,0.283361,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-16,5224,22.1858,10.6703,32.8562,0.625016,29.1792,22.3157,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-16,132,22.1692,0.0157105,22.1849,14.3885,1.84301,0.544965,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-16,1292.8,21.552,1.06391,22.6159,1.7193,13.9616,7.13575,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-16,772.8,19.92,0.383311,20.3033,2.55998,8.82383,3.96902,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-16,10584,45.5784,10.804,56.3824,0.529891,24.3836,17.8594,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-16,318,45.5784,0.0223791,45.6008,12.5414,3.02438,0.535888,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-16,18,17.5802,0.000255231,17.5805,49.4104,0.348967,0.108678,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-16,230.4,6.84,0.19748,7.03748,2.96393,12.6783,5.26966,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-16,295.6,6.432,0.328488,6.76049,2.2359,14.9427,8.17484,53,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-16,25781,91.8096,66.7285,158.538,0.611183,54.8341,35.2481,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-16,3641.6,18.912,6.37227,25.2843,0.68953,25.6091,19.9946,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-16,408,27.696,0.0449932,27.741,6.3664,2.1,1.03181,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-16,7641.6,23.088,33.5792,56.6672,0.736103,85.1125,33.8772,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-16,364,18.72,0.0826197,18.8026,4.91183,4.46988,2.34002,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-16,539.2,9.96,0.33269,10.2927,1.87313,10.3728,5.73712,54,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-16,1976,95.088,0.417825,95.5058,4.61045,5.3366,2.73473,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-16,1008,95.736,0.0993017,95.8353,8.68203,2.8,1.40831,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-16,486,73.128,0.0349268,73.1629,13.0844,1.2478,1.01161,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-16,441,7.728,0.367688,8.09569,1.80266,13.8749,3.37447,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-16,644,57.528,0.0751551,57.6032,8.21022,2.14084,1.32952,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-16,2620.8,17.9362,9.09827,27.0344,1.021,57.3647,18.3214,48,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-16,186,52.08,0.0238347,52.1038,21.8828,1.03895,0.605101,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-16,4961.6,16.7454,19.9679,36.7133,0.734513,58.5711,37.3885,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-16,2761.6,16.008,7.89392,23.9019,0.858083,47.1728,22.0378,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-16,4968,31.32,7.26167,38.5817,0.770619,21.8464,14.1932,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-16,6636,22.3344,18.2782,40.6126,0.608282,56.8698,29.0442,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-16,764.8,10.1587,0.803592,10.9623,1.4131,22.909,8.31054,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-16,790.4,9.6,1.30969,10.9097,1.36148,26.7627,8.9961,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-16,411.2,9.63312,0.300357,9.93348,2.35875,14.5614,4.29161,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-16,62.4,9.8436,0.00758291,9.85118,13.6346,2.32243,0.631047,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-16,390.4,9.864,0.348644,10.2126,2.54926,21.5327,4.2106,48,index
