CODE,LINE_NAME,DATE,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH,LOSS_PCT,MAX_LOAD_PCT,AVG_LOAD_PCT,N_INTERVALS,OUTPUT_SRC
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-26,60.8,21.2808,0.00121128,21.282,25.9277,0.243705,0.234754,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-26,230,40.7112,0.00854129,40.7197,15.0413,0.900222,0.382858,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-26,5066,22.1858,10.2162,32.402,0.635532,32.7832,21.4492,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-26,386.4,22.2,0.0831695,22.2832,5.45243,3.84037,1.54994,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-26,1092.8,21.552,0.892285,22.4443,2.0125,15.3818,6.24012,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-26,1041.6,19.92,0.746908,20.6669,1.94555,15.3605,5.44945,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-26,9876,45.5467,9.22996,54.7767,0.551585,22.2518,16.6457,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-26,342,45.5784,0.0186448,45.597,11.764,1.08665,0.559368,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-26,37,17.568,0.00118037,17.5692,32.1962,0.554577,0.212641,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-26,199.8,6.84,0.142007,6.98201,3.37651,9.07481,4.63964,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-26,319.2,6.43647,0.405619,6.84209,2.09853,22.3739,8.64339,52,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-26,19887,91.8096,48.6048,140.414,0.701111,49.2978,26.91,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-26,2838.4,18.912,5.20782,24.1198,0.842608,27.6655,15.9375,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-26,400,27.696,0.0417926,27.7378,6.48477,2.125,1.02582,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-26,4296,23.088,16.0882,39.1762,0.903683,70.0299,20.1304,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-26,383,18.72,0.108578,18.8286,4.68572,5.46255,2.62915,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-26,624.8,9.96,0.449511,10.4095,1.63875,10.9107,6.71783,50,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-26,1288,95.088,0.167719,95.2557,6.88634,3.60158,1.75591,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-26,1216,95.5366,0.141049,95.6776,7.29429,2.69979,1.67411,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-26,1182,73.128,0.219873,73.3479,5.84283,3.3541,2.54242,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-26,439,7.728,0.389203,8.1172,1.81545,13.9311,3.43044,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-01-26,75,28.512,0.0024374,28.5144,27.5463,0.936308,0.240106,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-26,924,57.528,0.153862,57.6819,5.87582,2.80007,1.93234,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-26,3147.2,17.9362,11.6123,29.5485,0.930148,55.6013,21.7682,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-01-26,2556,25.68,0.874939,26.5549,1.02824,13.9687,3.59277,51,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-26,210,52.0077,0.032113,52.0398,19.8595,1.17698,0.713252,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-26,4284.8,16.7338,16.2156,32.9493,0.763113,56.4372,31.5522,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-26,1553.6,16.008,3.71156,19.7196,1.25337,49.0981,12.2877,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-26,4100,31.32,5.92859,37.2486,0.900323,20.3477,11.6434,48,index
YM.NCC.250kVA,YM.NCC.250kVA,2026-01-26,100.2,7.44,0.0330978,7.4731,6.94054,5.73861,1.75924,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-26,4334.4,22.3344,7.03297,29.3674,0.672982,24.5453,18.2783,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-26,704,10.1728,0.607672,10.7805,1.50823,21.3771,7.43578,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-26,788.8,9.6,1.31295,10.9129,1.36461,27.165,9.05483,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-26,419.2,9.63312,0.194541,9.82766,2.29068,12.7692,3.57764,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-26,40.8,9.8436,0.00380162,9.8474,19.4431,2.04,0.394749,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-26,244.8,9.87085,0.13928,10.0101,3.92847,10.2849,2.58067,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-26,222.4,9.72,0.068422,9.78842,4.21572,4.92406,2.31192,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-26,468.8,18.755,0.132333,18.8873,3.87283,4.92698,3.0801,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-26,628,19.296,0.380718,19.6767,3.03805,10.206,3.19712,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-26,432,19.296,0.166916,19.4629,4.31108,7.52402,2.47104,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-26,2707.2,10.68,9.77868,20.4587,0.750045,45.0889,29.7099,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-27,198,6.768,0.0801948,6.84819,3.34306,5.43473,1.98618,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-27,435.6,8.712,0.525811,9.23781,2.07667,16.7344,7.32986,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-27,171,29.016,0.0175304,29.0335,14.5143,1.26815,0.814598,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-27,83.2,29.616,0.00260394,29.6186,26.2533,0.555077,0.219482,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-27,11120,44.4,22.6081,67.0081,0.598982,31.1911,23.2306,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-27,750.4,12.9638,0.43634,13.4002,1.75441,12.0629,5.72791,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-27,612,19.32,0.38241,19.7024,3.11894,9.56838,3.35537,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-27,57.6,21.2808,0.00120433,21.282,26.9795,0.243705,0.234082,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-27,175,40.7112,0.00494834,40.7161,18.8749,0.607289,0.305494,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-27,5278,22.1858,10.8692,33.0551,0.622382,35.0427,22.321,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-27,192,22.2,0.0303445,22.2303,10.3768,2.73747,0.816507,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-27,1177.6,21.552,0.9432,22.4952,1.87445,14.2682,6.56169,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-27,1276.8,19.92,1.09182,21.0118,1.61902,16.62,6.66438,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-27,11568,45.5467,12.6436,58.1904,0.500511,25.2272,19.4249,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-27,348,45.5784,0.0414858,45.6199,11.5898,3.64997,0.659442,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-27,34,17.568,0.00102269,17.569,34.0689,0.45607,0.199157,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-27,189,6.84,0.137957,6.97796,3.56058,11.2446,4.37685,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-27,388.8,6.432,0.731169,7.16317,1.80905,26.6366,10.5992,52,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-27,25144,91.8096,62.1243,153.934,0.608484,62.3831,33.9892,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-27,3640,18.912,6.60226,25.5143,0.696062,24.7108,20.4015,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-27,376,27.696,0.0454479,27.7414,6.87109,3.20088,1.03186,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-27,4092,23.088,12.8418,35.9298,0.870408,72.1516,18.7981,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-27,415,18.72,0.127427,18.8474,4.34425,6.30167,2.86808,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-27,730,9.96,0.591943,10.5519,1.42488,12.9805,7.61806,50,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-27,1248,95.088,0.178883,95.2669,7.09218,4.29532,1.71801,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-27,1336,95.736,0.174414,95.9104,6.69807,2.67997,1.84623,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-27,1266,73.1788,0.24075,73.4195,5.48144,3.12706,2.66421,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-27,418,7.728,0.319778,8.04778,1.88894,12.8239,3.16216,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-01-27,132,28.512,0.0072289,28.5192,17.7669,1.15599,0.448666,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-27,940,57.528,0.15784,57.6858,5.78196,2.72734,1.927,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-27,3400,17.9362,12.1401,30.0762,0.876838,58.6868,23.4634,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-01-27,4300,25.68,2.00221,27.6822,0.639654,15.4419,6.13622,52,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-27,213,52.1162,0.0413499,52.1575,19.6704,1.632,0.759933,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-27,4515.2,16.7338,16.5566,33.2903,0.731898,53.6614,33.9136,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-27,1851.2,16.008,4.18632,20.1943,1.07911,40.044,15.8366,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-27,4480,31.32,6.30799,37.628,0.832915,19.9726,12.5596,48,index
YM.NCC.250kVA,YM.NCC.250kVA,2026-01-27,90.6,7.44,0.0247744,7.46477,7.61209,4.79868,1.61592,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-27,6141.6,22.3654,15.6229,37.9883,0.614739,54.7076,26.8403,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-27,725.6,10.1587,0.665016,10.8237,1.46977,21.8998,7.87051,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-27,785.6,9.6,1.08085,10.6808,1.34134,22.2214,8.51645,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-27,560,9.63312,0.346602,9.97972,1.75089,11.5601,5.73132,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-27,36,9.83676,0.00305524,9.83982,21.4657,1.06066,0.369181,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-27,228.8,9.864,0.157392,10.0214,4.19619,12.825,2.59314,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-27,209.6,9.72,0.069795,9.78979,4.46228,5.42542,2.26345,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-27,460.8,18.768,0.126816,18.8948,3.93892,4.47164,3.01722,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-27,636,19.296,0.507564,19.8036,3.01974,12.1886,3.68826,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-27,318,19.296,0.0900341,19.386,5.74595,5.54878,1.89645,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-27,3159.2,10.68,13.0323,23.7123,0.744987,50.0351,34.8989,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-28,150,6.768,0.0544664,6.82247,4.35044,4.96601,1.67576,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-28,526.8,8.712,0.66023,9.37223,1.74799,17.7032,8.66839,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-28,159,29.016,0.0164431,29.0324,15.4401,1.39531,0.786625,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-28,80,29.616,0.00260039,29.6186,27.0197,0.661333,0.229508,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-28,10950,44.4,21.8704,66.2704,0.601568,31.6207,22.8174,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-28,822.4,12.9638,0.508527,13.4724,1.61177,11.5152,6.23192,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-28,624,19.32,0.383802,19.7038,3.061,9.37687,3.51824,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-28,60.8,21.2808,0.00121597,21.282,25.9277,0.263879,0.235174,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-28,170,40.7112,0.00445594,40.7157,19.3226,0.404969,0.292464,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-28,5234,22.1858,10.2174,32.4033,0.615283,30.8226,21.6367,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-28,240,22.2,0.0446293,22.2446,8.4824,4.55431,0.938965,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-28,1200,21.552,0.998972,22.551,1.84458,12.7597,6.89254,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-28,1163.2,19.92,0.867773,20.7878,1.75574,19.0411,6.14407,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-28,11316,45.5467,12.7357,58.2824,0.512405,26.8152,19.3391,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-28,330,36.9058,0.0456902,36.9515,10.0699,3.72379,0.783373,40,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-28,35,17.568,0.00103053,17.569,33.4209,0.45607,0.198509,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-28,235.2,6.84,0.209884,7.04988,2.91017,12.3074,5.40517,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-28,292.4,6.432,0.280861,6.71286,2.24426,15.1246,7.57218,49,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-28,25368,91.8096,64.0205,155.83,0.610528,53.6726,34.5923,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-28,3660.8,18.912,6.92336,25.8354,0.700784,25.823,20.8952,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-28,380,27.696,0.0378418,27.7338,6.80195,2.0039,0.983874,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-28,3472.8,23.088,8.95352,32.0415,0.914207,48.8511,15.1462,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-28,373,18.72,0.0976278,18.8176,4.80265,4.43142,2.53764,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-28,668,9.96,0.499104,10.4591,1.5416,11.2408,7.20872,52,index
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-01-28,0.011,0.06655,2.9927e-08,0.06655,85.8156,0.024,0.024,2,pxdt
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-28,1184,95.088,0.147977,95.236,7.44475,3.497,1.60514,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-28,1392,95.736,0.191089,95.9271,6.44703,3.15389,1.92018,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-28,1296,72.9756,0.256591,73.2322,5.34842,3.2184,2.7506,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-28,182,7.728,0.0489289,7.77693,4.09793,6.10537,1.31193,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-01-28,177,28.512,0.00991891,28.5219,13.8778,1.22612,0.594067,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-28,1048,57.528,0.210627,57.7386,5.22172,3.54277,2.16448,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-28,3188.8,17.9362,11.9505,29.8867,0.928537,58.5971,22.9224,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-01-28,3600,25.68,1.36043,27.0404,0.745523,12.8653,5.05871,50,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-28,225,51.9715,0.0414943,52.013,18.7764,1.63834,0.795764,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-28,4484.8,16.7221,15.9492,32.6713,0.723221,54.958,33.2862,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-28,2208,16.008,6.17732,22.1853,0.994775,42.7897,19.3776,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-28,4856,31.32,6.89266,38.2127,0.780772,21.1596,13.6409,48,index
YM.NCC.250kVA,YM.NCC.250kVA,2026-01-28,111.6,7.44,0.0242775,7.46428,6.26912,3.9308,1.73628,48,index
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-01-28,6520.8,22.3344,16.151,38.4854,0.586731,49.4724,27.7329,48,index
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-01-28,720,10.1587,0.615754,10.7745,1.47439,23.4392,7.6938,48,index
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-01-28,700.8,9.6,0.990772,10.5908,1.48874,21.1813,7.90218,48,index
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-01-28,489.6,9.62643,0.256519,9.88295,1.97864,10.9212,5.0413,48,index
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-01-28,12,9.8436,0.000202166,9.8438,45.0645,0.305941,0.117815,48,index
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-01-28,241.6,9.864,0.12556,9.98956,3.97058,10.0113,2.3906,48,index
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-01-28,211.2,9.72,0.0639295,9.78393,4.42744,4.82808,2.25819,48,index
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-01-28,475.2,18.768,0.139244,18.9072,3.82655,5.0073,3.12035,48,index
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-01-28,618,19.296,0.449055,19.7451,3.09607,11.5622,3.46952,48,index
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-01-28,364,19.296,0.13023,19.4262,5.06648,7.04656,2.18009,48,index
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-01-28,3374.4,10.68,14.1826,24.8626,0.731413,55.601,36.7892,48,index
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-01-29,162,6.768,0.0598786,6.82788,4.04428,6.26259,1.77364,48,index
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-01-29,447,8.712,0.529774,9.24177,2.02563,16.5851,7.63515,48,index
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-01-29,192,29.016,0.0209457,29.0369,13.1367,1.4384,0.885163,48,index
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-01-29,83.2,29.616,0.00249669,29.6185,26.2532,0.53376,0.223044,48,index
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-01-29,10990,44.4,22.1684,66.5684,0.602071,31.512,22.8458,48,index
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-01-29,809.6,12.9458,0.631316,13.5772,1.64936,18.221,6.59423,48,index
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-01-29,759,19.32,0.515183,19.8352,2.54678,11.4449,4.17178,48,index
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-01-29,60.8,21.266,0.00122873,21.2673,25.9144,0.353452,0.235921,48,index
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-01-29,165,40.7112,0.00443357,40.7156,19.7922,0.404969,0.290624,48,index
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-01-29,5318,22.1858,11.3813,33.5671,0.627239,30.7722,22.9315,48,index
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-01-29,271.2,22.2,0.0497614,22.2498,7.58214,3.08267,1.05562,48,index
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-01-29,1324.8,21.552,1.21154,22.7635,1.68924,14.7584,7.53319,48,index
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-01-29,867.2,19.92,0.482768,20.4028,2.29864,8.64009,4.70564,48,index
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-01-29,10410,45.5151,10.6852,56.2003,0.536969,26.8167,17.6248,48,index
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-01-29,522,45.5784,0.0850148,45.6634,8.0441,3.459,1.01927,48,index
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-01-29,36,17.568,0.00105648,17.5691,32.797,0.443221,0.203303,48,index
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-01-29,227.4,6.84,0.194978,7.03498,3.00082,11.5102,5.1702,48,index
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-01-29,380,6.432,0.57038,7.00238,1.80939,25.0421,10.034,54,index
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-01-29,26152,91.8096,67.3965,159.206,0.605089,58.3573,35.4639,48,index
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-01-29,3659.2,18.912,7.00157,25.9136,0.703196,25.0716,21.0008,48,index
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-01-29,376,27.7152,0.0361844,27.7514,6.87339,2.08462,0.963131,48,index
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-01-29,3410.4,23.088,8.7416,31.8296,0.92468,47.3035,15.1657,48,index
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-01-29,368,18.733,0.10247,18.8355,4.86912,4.89046,2.48779,48,index
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-01-29,558.4,9.96,0.333125,10.2931,1.80996,9.08437,5.80777,51,index
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-01-29,64.8,6.0742,0.0290136,6.10321,8.60781,4.22236,1.45783,34,index
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-01-29,1256,95.088,0.183875,95.2719,7.05053,4.12584,1.74903,48,index
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-01-29,1544,95.736,0.259244,95.9952,5.85339,4.24813,2.1731,48,index
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-01-29,1452,73.0264,0.319477,73.3459,4.80848,3.60662,3.06943,48,index
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-01-29,405,7.728,0.307991,8.03599,1.94559,13.95,2.88693,48,index
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-01-29,165,28.512,0.00856627,28.5206,14.7377,1.15823,0.553427,48,index
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-01-29,1176,57.528,0.254979,57.783,4.6834,4.2905,2.45968,48,index
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-01-29,2139.2,17.9362,5.08269,23.0188,1.06459,44.8341,14.2448,48,index
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-01-29,4996,25.68,2.375,28.055,0.558413,18.7465,7.39966,54,index
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-01-29,219,52.08,0.0419918,52.122,19.2246,1.79214,0.772004,48,index
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-01-29,4296,16.7338,14.5704,31.3042,0.723411,53.7255,31.6203,48,index
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-01-29,2107.2,16.008,5.14345,21.1515,0.993795,34.8004,17.1877,48,index
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-01-29,4976,31.3417,7.36987,38.7116,0.771961,20.8138,14.1925,48,index
