CODE,LINE_NAME,DATE_TIME,DUR_H,N_METERS,P_KW,Q_KVAR,S_KVA,LOAD_PCT,DELTA_P_KW,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-05 02:00:00,0.5,1,9,-4.8,10.2,0.408,1.89944,4.5,0.94955,0.000170626,0.949721
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-05 02:00:00,0.5,1,3.2,-0.8,3.29848,0.439798,0.732145,1.6,0.366,7.23883e-05,0.366072
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-05 02:00:00,0.5,1,10.5,-1.92,10.6741,5.93006,0.291901,5.25,0.1425,0.00345062,0.145951
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-05 02:00:00,0.5,2,10.8,-0.8,10.8296,6.76849,0.276333,5.4,0.134,0.00416665,0.138167
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-05 02:00:00,0.5,1,796.6,108.5,803.955,25.5224,5.09158,398.3,1.9127,0.633088,2.54579
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-05 02:00:00,0.5,1,58.8,5.6,59.0661,1.87511,3.83223,29.4,1.9127,0.00341725,1.91612
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-05 02:00:00,0.5,1,5.28,-7.84,9.4522,1.18152,0.830948,2.64,0.415,0.000474151,0.415474
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-05 02:00:00,0.5,1,9.76,-0.96,9.8071,1.30761,0.789113,4.88,0.394,0.000556557,0.394557
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-05 02:00:00,0.5,1,10.8,-0.8,10.8296,0.676849,1.1546,5.4,0.577,0.00029998,0.5773
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-05 02:00:00,0.5,1,19.92,1.2,19.9561,1.99561,0.964593,9.96,0.481,0.00129629,0.482296
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-05 02:00:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-05 02:00:00,0.5,1,12.5,-2.7,12.7883,2.02989,0.782255,6.25,0.39,0.00112727,0.391127
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-05 02:00:00,0.5,2,18.36,-3.68,18.7252,4.68129,0.423174,9.18,0.2075,0.00408705,0.211587
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-05 02:00:00,0.5,1,2.58,-2.04,3.28907,1.31563,0.363491,1.29,0.1815,0.000245266,0.181745
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-05 02:00:00,0.5,1,84,-3.2,84.0609,2.80203,3.97776,42,1.981,0.00787925,1.98888
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-05 02:00:00,0.5,1,894.4,328.8,952.922,31.7641,6.01408,447.2,1.9945,1.01254,3.00704
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-05 02:00:00,0.5,1,141,0.6,141.001,7.05006,3.11707,70.5,1.5235,0.0350359,1.55854
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-05 02:00:00,0.516667,1,0,0,0,0,2.65,0,1.36917,0,1.36917
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-05 02:00:00,0.5,1,3.6,-0.6,3.64966,0.291973,1.18809,1.8,0.594,4.41158e-05,0.594044
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-05 02:00:00,0.5,1,162.8,-34.4,166.395,8.31974,2.51403,81.4,1.1985,0.0585145,1.25701
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-05 02:00:00,0.5,1,1.4,-0.6,1.52315,0.190394,0.798324,0.7,0.39915,1.21258e-05,0.399162
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-05 02:00:00,0.5,1,23.84,1.76,23.9049,3.79443,0.755003,11.92,0.37367,0.00383151,0.377502
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-05 02:00:00,0.5,2,128,77.6,149.686,4.98952,1.09624,64,0.535,0.0131183,0.548118
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-05 02:00:00,0.5,1,12.3,0,12.3,0.984,2.17239,6.15,1.085,0.00119684,1.0862
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-05 02:00:00,0.5,1,143.04,76.96,162.429,29.0052,1.15685,71.52,0.34862,0.229806,0.578426
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-05 02:00:00,0.5,1,222.4,107.36,246.957,44.0995,1.72696,111.2,0.3335,0.529978,0.863478
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-05 02:00:00,0.5,1,18,13.2,22.3213,1.48809,1.30803,9,0.6525,0.00151465,0.654015
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-05 02:00:00,0.5,1,15,1.02,15.0346,6.01386,0.32025,7.5,0.155,0.00512479,0.160125
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-05 02:00:00,0.5,1,2.8,-1.2,3.04631,0.152315,2.39704,1.4,1.1985,1.96125e-05,1.19852
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-05 02:00:00,0.5,1,0,0,0,0,0.6205,0,0.31025,0,0.31025
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-05 02:00:00,0.5,1,26.64,0.4,26.643,6.66075,0.439829,13.32,0.21164,0.00827441,0.219914
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-05 02:00:00,0.5,1,3,0,3,0.24,1.07006,1.5,0.535,3.03517e-05,0.53503
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-05 02:00:00,0.5,1,13.6,-6.88,15.2412,3.8103,0.405457,6.8,0.2,0.00272873,0.202729
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-05 02:00:00,0.5,1,1.76,-0.16,1.76726,0.441814,0.401452,0.88,0.20069,3.61403e-05,0.200726
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-05 02:00:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-05 02:00:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-05 02:00:00,0.5,1,1.76,-0.16,1.76726,0.441814,0.411073,0.88,0.2055,3.6561e-05,0.205537
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-05 02:00:00,0.5,1,4.16,-1.92,4.5817,1.14543,0.405491,2.08,0.2025,0.000245738,0.202746
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-05 02:00:00,0.5,1,18.08,3.84,18.4833,2.93386,0.786815,9.04,0.391,0.00240752,0.393408
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-05 02:00:00,0.5,1,49.8,16.4,52.4309,6.99079,0.835092,24.9,0.402,0.0155459,0.417546
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-05 02:00:00,0.533333,1,10.2,0.6,10.2176,1.36235,0.805181,5.44,0.4288,0.000629753,0.42943
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-05 02:00:00,0.5,1,151.2,49.76,159.178,39.7944,1.10663,75.6,0.2225,0.330813,0.553313
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-05 02:00:00,0.5,1,32.4,-10.8,34.1526,4.26907,0.810493,16.2,0.39915,0.00609635,0.405246
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-05 02:01:00,0.483333,1,16.96,-1.28,17.0082,1.06301,1.19664,8.19733,0.577583,0.000793176,0.578377
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-05 02:02:00,0.466667,1,0.8,0,0.8,0.142857,0.32201,0.373333,0.150267,4.44571e-06,0.150271
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-05 02:02:00,0.466667,1,492.24,141.36,512.136,51.2136,3.15505,229.712,0.43428,1.03808,1.47236
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-05 02:30:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-05 02:30:00,0.5,1,5.5,0.4,5.51453,1.37863,0.283036,2.75,0.141,0.000517949,0.141518
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-05 02:30:00,0.5,1,5.7,-5.7,8.06102,0.644881,1.20944,2.85,0.6045,0.000222492,0.604722
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-05 02:30:00,0.5,1,5.12,-0.32,5.12999,0.341999,1.23415,2.56,0.617,7.70731e-05,0.617077
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-05 02:30:00,0.5,1,661,44,662.463,33.1231,3.66544,330.5,0.925,0.907721,1.83272
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-05 02:30:00,0.5,1,40,8,40.7922,7.28431,0.565052,20,0.27008,0.0124458,0.282526
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-05 02:30:00,0.5,1,18.3,1.5,18.3614,2.29517,0.808529,9.15,0.4025,0.00176472,0.404265
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-05 02:30:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-05 02:30:00,0.5,1,14,-7,15.6525,0.626099,1.69711,7,0.84815,0.00040327,0.848553
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-05 02:30:00,0.5,1,11.84,-3.84,12.4471,0.777946,1.19588,5.92,0.5975,0.000439454,0.597939
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-05 02:30:00,0.5,1,1.5,0,1.5,0.075,1.85001,0.75,0.925,4.65384e-06,0.925005
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-05 02:30:00,0.5,1,60.48,25.12,65.4893,8.7319,0.954041,30.24,0.449,0.0280205,0.47702
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-05 02:30:00,0.5,2,93.4,-380.98,392.262,13.0754,2.5193,46.7,1.09,0.169649,1.25965
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-05 02:30:00,0.5,1,7.44,3.84,8.37253,0.837253,0.895595,3.72,0.4475,0.000297501,0.447798
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-05 02:30:00,0.5,1,8.22,0.03,8.22005,10.9601,0.165268,4.11,0.077,0.00563378,0.0826338
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-05 02:30:00,0.5,1,628.2,132,641.918,25.6767,2.78994,314.1,0.94955,0.44542,1.39497
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-05 02:30:00,0.5,1,43.8,19.8,48.0675,1.9227,1.9041,21.9,0.94955,0.00249754,0.952048
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-05 02:30:00,0.5,1,9,-4.8,10.2,0.408,1.89944,4.5,0.94955,0.000170626,0.949721
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-05 02:30:00,0.5,1,3.2,-0.7,3.27567,0.436756,0.732143,1.6,0.366,7.13903e-05,0.366071
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-05 02:30:00,0.5,1,10.68,-1.74,10.8208,6.01156,0.292092,5.34,0.1425,0.00354613,0.146046
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-05 02:30:00,0.5,2,12.72,-0.84,12.7477,7.96732,0.279547,6.36,0.134,0.00577334,0.139773
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-05 02:30:00,0.5,1,683.2,87.5,688.78,21.866,4.75478,341.6,1.9127,0.464689,2.37739
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-05 02:30:00,0.5,1,59.5,4.9,59.7014,1.89528,3.83238,29.75,1.9127,0.00349116,1.91619
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-05 02:30:00,0.5,1,5.28,-7.68,9.31991,1.16499,0.830922,2.64,0.415,0.000460973,0.415461
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-05 02:30:00,0.5,1,9.76,-0.96,9.8071,1.30761,0.789113,4.88,0.394,0.000556557,0.394557
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-05 02:30:00,0.5,1,13.2,-0.8,13.2242,0.826514,1.15489,6.6,0.577,0.00044731,0.577447
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-05 02:30:00,0.5,1,21.36,1.2,21.3937,2.13937,0.96498,10.68,0.481,0.00148978,0.48249
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-05 02:30:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-05 02:30:00,0.5,1,13.2,-2.6,13.4536,2.1355,0.782495,6.6,0.39,0.00124762,0.391248
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-05 02:30:00,0.0333333,2,18.88,-3.36,19.1767,4.79416,0.423573,0.629333,0.0138333,0.000285768,0.0141191
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-05 02:30:00,0.5,1,2.58,-2.04,3.28907,1.31563,0.363491,1.29,0.1815,0.000245266,0.181745
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-05 02:30:00,0.5,1,74.4,-3.2,74.4688,2.48229,3.97437,37.2,1.981,0.00618365,1.98718
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-05 02:30:00,0.5,1,1027.2,359.2,1088.19,36.2731,6.62982,513.6,1.9945,1.32041,3.31491
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-05 02:30:00,0.5,1,129,0.6,129.001,6.45007,3.10565,64.5,1.5235,0.0293262,1.55283
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-05 02:30:00,0.5,1,1,0.1,1.00499,0.179462,0.322015,0.5,0.161,7.51703e-06,0.161008
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-05 02:30:00,0.5,1,4.2,-0.3,4.2107,0.336856,1.18812,2.1,0.594,5.87218e-05,0.594059
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-05 02:30:00,0.5,1,173.6,-35.2,177.133,8.85664,2.52962,86.8,1.1985,0.0663104,1.26481
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-05 02:30:00,0.5,1,1.4,-0.6,1.52315,0.190394,0.798324,0.7,0.39915,1.21258e-05,0.399162
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-05 02:30:00,0.5,1,19.84,-0.64,19.8503,3.15084,0.752624,9.92,0.37367,0.00264199,0.376312
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-05 02:30:00,0.5,2,122.8,76.4,144.626,4.82088,1.09449,61.4,0.535,0.0122466,0.547247
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-05 02:30:00,0.5,1,12.3,0,12.3,0.984,2.17239,6.15,1.085,0.00119684,1.0862
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-05 02:30:00,0.5,1,141.44,74.24,159.74,28.525,1.14176,70.72,0.34862,0.222259,0.570879
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-05 02:30:00,0.5,1,146.08,84.32,168.669,30.1195,1.16144,73.04,0.3335,0.247221,0.580721
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-05 02:30:00,0.5,1,33.2,12.8,35.582,2.37213,1.3127,16.6,0.6525,0.00384888,0.656349
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-05 02:30:00,0.5,1,13.32,0.84,13.3465,5.33858,0.318077,6.66,0.155,0.00403852,0.159039
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-05 02:30:00,0.5,1,3.2,-1.2,3.4176,0.17088,2.39705,1.6,1.1985,2.46847e-05,1.19852
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-05 02:30:00,0.516667,1,0,0,0,0,0.6205,0,0.320592,0,0.320592
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-05 02:30:00,0.5,1,491.76,141.84,511.807,51.1807,3.15219,245.88,0.4653,1.1108,1.5761
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-05 02:30:00,0.5,1,25.12,-0.24,25.1211,6.28029,0.437992,12.56,0.21164,0.00735613,0.218996
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-05 02:30:00,0.5,1,4.5,0,4.5,0.36,1.07014,2.25,0.535,6.82914e-05,0.535068
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-05 02:30:00,0.5,1,13.44,-6.88,15.0986,3.77465,0.405356,6.72,0.2,0.00267791,0.202678
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-05 02:30:00,0.5,1,1.6,-0.48,1.67045,0.417612,0.401445,0.8,0.20069,3.22893e-05,0.200722
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-05 02:30:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-05 02:30:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-05 02:30:00,0.5,1,1.6,-0.16,1.60798,0.401995,0.411061,0.8,0.2055,3.02677e-05,0.20553
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-05 02:30:00,0.5,1,4,-1.92,4.43694,1.10923,0.405461,2,0.2025,0.000230454,0.20273
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-05 02:30:00,0.5,1,17.12,3.04,17.3878,2.75997,0.786261,8.56,0.391,0.0021306,0.393131
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-05 02:30:00,0.5,1,35.6,18.6,40.1662,5.35549,0.822247,17.8,0.402,0.0091235,0.411124
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-05 02:30:00,0.5,1,110.56,33.84,115.623,28.9057,0.794089,55.28,0.2225,0.174545,0.397045
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-05 02:30:00,0.5,1,30.6,-11.1,32.551,4.06888,0.809376,15.3,0.39915,0.00553799,0.404688
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-05 02:31:00,0.483333,1,37.62,-5.1,37.9641,15.1856,0.428353,18.183,0.17545,0.0315874,0.207037
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-05 02:31:00,0.483333,1,194.4,58,202.868,20.2868,1.28643,93.96,0.446798,0.174978,0.621776
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-05 02:31:00,0.483333,1,135.12,21.12,136.761,13.6761,1.08253,65.308,0.447083,0.0761377,0.523221
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-05 02:31:00,0.483333,1,111.36,0.64,111.362,13.9202,0.96163,53.824,0.401167,0.0636211,0.464788
TTI.TITAN.MVSG.1250kVA,TTI.TITAN.MVSG.1250kVA,2026-07-05 02:31:00,0.483333,1,0,0,0,0,2.65,0,1.28083,0,1.28083
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-05 02:32:00,0.466667,2,16.88,-3.28,17.1957,4.29893,0.421893,7.87733,0.193667,0.00321689,0.196884
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-05 02:32:00,0.466667,1,10.4,0.6,10.4173,1.38897,0.805227,4.85333,0.3752,0.00057278,0.375773
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-05 03:00:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-05 03:00:00,0.5,1,6.4,0.1,6.40078,1.6002,0.283396,3.2,0.141,0.000697809,0.141698
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-05 03:00:00,0.5,1,36.72,-5.22,37.0892,14.8357,0.425376,18.36,0.1815,0.0311878,0.212688
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-05 03:00:00,0.5,1,6.3,-6,8.7,0.696,1.20952,3.15,0.6045,0.000259163,0.604759
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-05 03:00:00,0.5,1,5.12,-0.32,5.12999,0.341999,1.23415,2.56,0.617,7.70731e-05,0.617077
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-05 03:00:00,0.5,1,622.5,36,623.54,31.177,3.45838,311.25,0.925,0.804189,1.72919
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-05 03:00:00,0.5,1,79.04,13.6,80.2015,14.3217,0.63638,39.52,0.27008,0.0481098,0.31819
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-05 03:00:00,0.5,1,18.3,1.5,18.3614,2.29517,0.808529,9.15,0.4025,0.00176472,0.404265
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-05 03:00:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-05 03:00:00,0.5,1,12.5,-7,14.3265,0.573062,1.69698,6.25,0.84815,0.000337841,0.848488
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-05 03:00:00,0.5,1,11.2,-4.48,12.0628,0.753923,1.19583,5.6,0.5975,0.000412732,0.597913
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-05 03:00:00,0.5,1,2.5,0,2.5,0.125,1.85003,1.25,0.925,1.29273e-05,0.925013
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-05 03:00:00,0.5,1,189.2,41.6,193.719,19.3719,1.25452,94.6,0.462205,0.165054,0.627259
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-05 03:00:00,0.5,1,21.6,1.44,21.6479,2.16479,0.928947,10.8,0.4625,0.00197349,0.464473
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-05 03:00:00,0.5,1,60.16,22.08,64.0839,8.54453,0.951662,30.08,0.449,0.0268308,0.475831
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-05 03:00:00,0.5,2,100.86,-382,395.091,13.1697,2.52421,50.43,1.09,0.172105,1.26211
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-05 03:00:00,0.5,1,7.44,3.6,8.2652,0.82652,0.89558,3.72,0.4475,0.000289923,0.44779
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-05 03:00:00,0.5,1,6.09,-1.38,6.2444,8.32586,0.160502,3.045,0.077,0.00325111,0.0802511
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-05 03:00:00,0.516667,1,116.48,1.44,116.489,14.5611,0.974029,60.1813,0.428833,0.0744151,0.503248
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-05 03:00:00,0.5,1,639.6,139.2,654.572,26.1829,2.82541,319.8,0.94955,0.463153,1.4127
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-05 03:00:00,0.5,1,22.2,0.6,22.2081,0.888324,1.90017,11.1,0.94955,0.000533129,0.950083
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-05 03:00:00,0.5,1,9,-4.8,10.2,0.408,1.89944,4.5,0.94955,0.000170626,0.949721
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-05 03:00:00,0.5,1,3.2,-0.7,3.27567,0.436756,0.732143,1.6,0.366,7.13903e-05,0.366071
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-05 03:00:00,0.5,1,10.38,-2.04,10.5786,5.87698,0.291778,5.19,0.1425,0.00338913,0.145889
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-05 03:00:00,0.0166667,2,13.52,-1.12,13.5663,8.47894,0.281077,0.225333,0.00446667,0.000217954,0.00468462
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-05 03:00:00,0.5,1,716.1,105,723.757,22.9764,4.85156,358.05,1.9127,0.513081,2.42578
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-05 03:00:00,0.5,1,58.1,4.9,58.3063,1.85099,3.83206,29.05,1.9127,0.0033299,1.91603
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-05 03:00:00,0.516667,1,7.2,-7.52,10.4111,1.30138,0.83115,3.72,0.428833,0.000594406,0.429428
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-05 03:00:00,0.5,1,9.76,-1.12,9.82405,1.30987,0.789117,4.88,0.394,0.000558483,0.394558
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-05 03:00:00,0.5,1,13.6,-2,13.7463,0.859142,1.15497,6.8,0.577,0.000483324,0.577483
