METER_NO,DATE,HSN,START_TIME,END_TIME,PG_START,BT_START,CD_START,TD_START,VC_START,PG_END,BT_END,CD_END,TD_END,VC_END
2510633390,2026-05-29,80,2026-05-29 00:00:00,2026-05-30 00:00:00,624.530,372.210,146.740,105.560,154.940,631.050,376.260,149.140,105.640,156.460
2510633391,2026-05-29,100,2026-05-29 00:03:00,2026-05-30 00:00:00,79.720,61.300,18.400,0.020,1.440,81.430,62.620,18.780,0.020,1.470
2510633393,2026-05-29,600,2026-05-29 00:01:00,2026-05-30 00:00:00,3087.810,1805.620,625.370,656.820,612.280,3117.880,1822.390,631.310,664.170,619.160
2510633395,2026-05-29,40,2026-05-29 00:01:00,2026-05-30 00:00:00,818.140,451.200,181.360,185.580,52.300,826.500,455.900,183.220,187.370,52.510
2510633396,2026-05-29,400,2026-05-29 00:00:00,2026-05-30 00:00:00,329.190,222.120,75.240,31.820,62.960,332.100,224.120,76.090,31.880,63.290
2510633397,2026-05-29,240,2026-05-29 00:00:00,2026-05-30 00:00:00,181.770,120.970,46.370,14.410,61.230,186.690,123.960,48.160,14.560,64.750
2510633399,2026-05-29,600,2026-05-29 00:00:00,2026-05-30 00:00:00,392.420,223.730,83.640,85.040,7.870,397.620,226.630,84.980,86.000,8.890
2510633400,2026-05-29,800,2026-05-29 00:00:00,2026-05-30 00:00:00,200.550,123.500,41.720,35.320,3.830,201.470,124.020,41.940,35.500,3.830
2510633402,2026-05-29,300,2026-05-29 00:00:00,2026-05-30 00:00:00,60.340,35.030,13.780,11.510,3.670,60.920,35.370,13.930,11.610,3.680
2510633406,2026-05-29,60,2026-05-29 00:00:00,2026-05-30 00:00:00,231.020,91.950,42.820,96.250,2.000,231.840,92.340,43.000,96.490,2.030
2510633410,2026-05-29,60,2026-05-29 00:00:00,2026-05-30 00:00:00,608.780,390.560,138.980,79.230,100.380,614.540,394.420,140.250,79.860,100.610
2510633411,2026-05-29,800,2026-05-29 00:00:00,2026-05-30 00:00:00,1517.950,874.110,351.170,292.660,490.270,1541.490,887.130,356.360,297.990,500.480
2510814977,2026-05-29,400,2026-05-29 00:00:00,2026-05-30 00:00:00,12.550,7.600,2.900,2.040,0.750,12.830,7.760,2.950,2.110,0.750
2610026952,2026-05-29,200,2026-05-29 00:00:00,2026-05-30 00:00:00,1397.240,898.470,367.140,131.620,660.590,1423.000,916.420,374.920,131.650,673.510
2610026953,2026-05-29,700,2026-05-29 00:00:00,2026-05-30 00:00:00,24.400,15.890,5.640,2.860,3.290,24.970,16.260,5.780,2.910,3.320
2610026963,2026-05-29,300,2026-05-29 00:01:00,2026-05-30 00:00:00,134.090,79.970,32.210,21.900,14.710,140.460,83.680,33.950,22.820,15.170
2610026966,2026-05-29,240,2026-05-29 00:00:00,2026-05-30 00:01:00,217.800,154.710,54.580,8.490,48.830,224.830,159.720,56.350,8.750,50.650
2610026976,2026-05-29,60,2026-05-29 00:00:00,2026-05-30 00:00:00,465.110,294.670,105.160,65.270,60.740,474.080,300.490,107.150,66.430,61.320
2610026977,2026-05-29,30,2026-05-29 00:00:00,2026-05-30 00:00:00,160.930,65.890,27.000,68.030,26.130,165.400,67.600,27.920,69.870,27.020
2610126451,2026-05-29,300,2026-05-29 00:00:00,2026-05-30 00:00:00,55.600,38.800,14.380,2.410,48.110,56.030,39.050,14.490,2.480,48.170
2610170786,2026-05-29,500,2026-05-29 00:00:00,2026-05-30 00:03:00,1.730,1.140,0.390,0.190,0.100,2.060,1.330,0.490,0.240,0.120
