METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2410121326,2026-09-15 00:00:00,200,1539.880,994.250,431.920,113.700,361.790
2410121353,2026-09-15 00:00:00,120,687.290,477.520,186.240,23.520,149.540
2410121371,2026-09-15 00:00:00,120,586.620,364.600,129.630,92.390,71.060
2410121424,2026-09-15 00:00:00,120,47.420,29.190,11.070,7.150,1.600
2410121440,2026-09-15 00:00:00,120,19.220,12.560,3.840,2.800,2.350
2410121454,2026-09-15 00:00:00,160,2016.970,1271.710,435.210,310.040,326.780
2410121457,2026-09-15 00:00:00,120,1601.700,1040.200,462.920,98.560,288.980
2410121574,2026-09-15 00:00:00,120,4818.850,3477.760,1120.220,220.850,415.870
2410131378,2026-09-15 00:00:00,200,1812.620,1165.700,502.040,144.870,398.630
2410131383,2026-09-15 00:00:00,400,1049.540,695.130,224.110,130.290,47.260
2410131384,2026-09-15 00:00:00,200,9727.850,5520.730,1956.830,2250.280,2029.930
2410131387,2026-09-15 00:00:00,600,534.530,334.490,127.200,72.830,55.060
2410320615,2026-09-15 00:00:00,700,15243.520,9342.830,3720.020,2180.660,3768.040
2410883988,2026-09-15 00:00:00,100,34.330,17.410,5.110,11.800,3.350
2410883990,2026-09-15 00:00:00,60,2992.590,1716.280,638.680,637.620,888.320
2410883991,2026-09-15 00:00:00,100,2713.670,1633.630,609.770,470.260,255.000
2410883993,2026-09-15 00:00:00,60,3034.730,1461.150,574.760,998.810,108.200
2410883994,2026-09-15 00:00:00,320,104.730,46.740,20.830,37.150,3.450
2410932742,2026-09-15 00:00:00,240,19648.721,11438.890,3647.260,4562.560,4976.600
2411087432,2026-09-15 00:00:00,40,3595.900,2235.460,1029.460,330.970,726.960
2411087433,2026-09-15 00:00:00,500,781.730,463.200,170.690,147.830,20.710
2411290205,2026-09-15 00:00:00,240,9468.960,6371.050,2769.720,328.180,3355.140
2510014481,2026-09-15 00:00:00,80,15184.630,8854.950,2924.010,3405.650,5703.610
2510014483,2026-09-15 00:00:00,300,224.530,129.330,50.020,45.170,0.000
