METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2610026963,2026-09-17 00:00:00,200,366.130,189.700,89.340,87.080,23.610
2610026966,2026-09-17 00:00:00,240,933.160,669.500,231.660,31.990,195.030
2610026977,2026-09-17 00:00:00,30,613.170,256.230,95.900,261.030,104.840
2610126270,2026-09-17 00:00:00,400,24.920,15.830,5.910,3.170,0.790
2610126451,2026-09-17 00:00:00,300,109.490,71.260,26.650,11.560,55.430
2610159557,2026-09-17 00:00:00,600,15.940,9.080,3.390,3.460,0.230
2610170786,2026-09-17 00:00:00,500,561.690,319.110,111.520,131.040,108.990
2610170836,2026-09-17 00:00:00,100,123.540,77.110,27.870,18.550,69.940
2610170838,2026-09-17 00:00:00,240,30.770,19.560,6.850,4.350,3.480
2610170840,2026-09-17 00:00:00,40,291.250,164.900,57.200,69.140,60.760
2610322967,2026-09-17 00:00:00,500,3.480,2.100,0.870,0.510,0.450
2610322969,2026-09-17 00:00:00,100,91.220,63.640,22.200,5.370,11.270
2610322997,2026-09-17 00:00:00,400,509.820,299.640,116.890,93.270,191.100
2610323001,2026-09-17 00:00:00,160,1632.090,970.980,443.670,217.440,737.910
2610323004,2026-09-17 00:00:00,3000,84.320,63.690,10.970,9.650,19.770
2610323005,2026-09-17 00:00:00,120,10.540,7.080,2.720,0.730,1.560
2610323010,2026-09-17 00:00:00,60,13.800,9.290,3.250,1.250,1.110
2610323016,2026-09-17 00:00:00,160,1476.760,817.570,322.270,336.910,667.310
2610323017,2026-09-17 00:00:00,60,3.730,2.210,0.800,0.720,0.000
2610323019,2026-09-17 00:00:00,80,44.530,28.090,9.680,6.750,2.810
2610323024,2026-09-17 00:00:00,160,1000.360,693.690,263.210,43.460,339.690
2410131384,2026-09-17 00:01:00,200,9761.930,5539.270,1964.180,2258.470,2035.770
2510203120,2026-09-17 00:01:00,160,4245.180,2606.450,937.270,701.460,981.490
2510203124,2026-09-17 00:01:00,800,1156.840,820.600,279.490,56.740,324.330
2510633393,2026-09-17 00:01:00,600,5847.460,3404.270,1163.000,1280.180,1244.180
2610026976,2026-09-17 00:01:00,60,1424.860,928.360,318.410,178.080,140.810
2610170837,2026-09-17 00:01:00,240,11.660,7.550,2.570,1.530,1.370
2610322995,2026-09-17 00:01:00,40,2.930,1.740,0.620,0.560,0.000
2510203103,2026-09-17 00:02:00,400,1848.220,1099.950,415.750,332.510,59.400
2510203134,2026-09-17 00:02:00,200,140.600,82.280,32.500,25.800,6.060
2510389643,2026-09-17 00:02:00,1,42629.941,15268.570,7621.940,19739.420,22.550
2510633397,2026-09-17 00:02:00,240,542.660,348.140,163.530,30.980,204.300
2610322982,2026-09-17 00:02:00,160,2.540,1.510,0.540,0.480,0.000
2610323027,2026-09-17 00:03:00,60,3.840,2.310,0.810,0.710,0.000
2410121326,2026-09-17 00:30:00,200,1552.560,1001.920,435.570,115.050,365.220
2410121353,2026-09-17 00:30:00,120,697.870,483.890,190.300,23.680,153.100
2410121371,2026-09-17 00:30:00,120,591.520,367.260,130.650,93.600,71.130
2410121424,2026-09-17 00:30:00,120,47.530,29.240,11.090,7.190,1.600
2410121440,2026-09-17 00:30:00,120,19.980,13.040,4.060,2.860,2.350
2410121454,2026-09-17 00:30:00,160,2029.310,1279.820,438.100,311.390,329.330
2410121457,2026-09-17 00:30:00,120,1669.210,1076.770,478.280,114.150,304.250
2410121574,2026-09-17 00:30:00,120,4839.540,3492.560,1125.490,221.480,417.830
2410131378,2026-09-17 00:30:00,200,1824.900,1173.870,506.010,145.010,401.150
2410131383,2026-09-17 00:30:00,400,1053.400,697.670,224.980,130.740,47.470
2410131384,2026-09-17 00:30:00,200,9762.280,5539.270,1964.180,2258.820,2035.830
2410131387,2026-09-17 00:30:00,600,539.410,337.630,128.380,73.390,55.900
2410320615,2026-09-17 00:30:00,700,15325.760,9392.770,3740.330,2192.640,3787.170
2410883988,2026-09-17 00:30:00,100,34.840,17.650,5.220,11.960,3.360
2410883991,2026-09-17 00:30:00,100,2717.470,1635.660,610.960,470.840,255.340
2410883993,2026-09-17 00:30:00,60,3067.940,1477.610,582.110,1008.210,115.890
2410883994,2026-09-17 00:30:00,320,105.350,47.040,20.960,37.340,3.450
2410932742,2026-09-17 00:30:00,240,19733.570,11484.660,3665.260,4583.640,4997.990
2411087432,2026-09-17 00:30:00,40,3621.440,2249.940,1037.210,334.280,731.020
2411087433,2026-09-17 00:30:00,500,798.560,472.420,174.430,151.710,20.730
2411290205,2026-09-17 00:30:00,240,9545.170,6417.100,2798.720,329.330,3383.160
2510014481,2026-09-17 00:30:00,80,15245.920,8888.320,2937.000,3420.590,5729.600
2510014482,2026-09-17 00:30:00,40,1280.100,891.490,352.250,36.350,84.420
2510014483,2026-09-17 00:30:00,300,226.020,130.140,50.360,45.500,0.000
2510014484,2026-09-17 00:30:00,160,9335.820,5292.860,2066.710,1976.250,1493.080
2510178139,2026-09-17 00:30:00,300,797.710,464.310,170.280,163.110,169.930
2510178141,2026-09-17 00:30:00,40,647.640,484.820,151.910,10.890,179.550
2510203103,2026-09-17 00:30:00,400,1848.240,1099.950,415.750,332.540,59.400
2510203104,2026-09-17 00:30:00,120,2988.610,1795.290,700.470,492.840,445.940
2510203105,2026-09-17 00:30:00,100,2393.210,1664.440,675.860,52.900,563.650
2510203108,2026-09-17 00:30:00,80,3907.200,2198.760,867.100,841.330,616.350
2510203109,2026-09-17 00:30:00,160,1497.640,940.350,459.150,98.130,453.870
2510203111,2026-09-17 00:30:00,40,3891.810,2454.380,956.220,481.200,1063.350
2510203112,2026-09-17 00:30:00,600,48.480,33.490,11.340,3.640,18.410
2510203113,2026-09-17 00:30:00,160,4338.630,2761.320,1048.230,529.070,254.110
2510203114,2026-09-17 00:30:00,120,1873.520,1177.020,462.550,233.940,375.140
2510203117,2026-09-17 00:30:00,80,1643.350,875.680,356.960,410.700,279.220
2510203118,2026-09-17 00:30:00,640,189.990,109.940,42.840,37.200,26.990
2510203119,2026-09-17 00:30:00,40,480.820,323.290,123.490,34.020,180.180
2510203120,2026-09-17 00:30:00,160,4245.410,2606.450,937.270,701.690,981.570
2510203121,2026-09-17 00:30:00,100,1283.450,752.870,301.020,229.550,71.030
2510203122,2026-09-17 00:30:00,40,925.780,586.840,290.540,48.390,677.970
2510203123,2026-09-17 00:30:00,40,2625.030,1729.720,714.010,181.290,833.360
2510203124,2026-09-17 00:30:00,800,1156.890,820.600,279.490,56.790,324.350
2510203126,2026-09-17 00:30:00,100,14.810,6.500,2.130,6.170,0.290
2510203127,2026-09-17 00:30:00,40,1219.660,796.650,326.680,96.310,346.740
2510203128,2026-09-17 00:30:00,500,7838.870,4114.230,1381.570,2343.070,359.640
2510203129,2026-09-17 00:30:00,80,5.770,3.030,1.100,1.630,0.000
2510203130,2026-09-17 00:30:00,120,28.580,20.030,6.240,2.300,8.680
2510203133,2026-09-17 00:30:00,40,660.740,450.230,166.210,44.280,112.560
2510203134,2026-09-17 00:30:00,200,140.600,82.280,32.500,25.800,6.060
2510224049,2026-09-17 00:30:00,1,53004.211,20654.039,10847.920,21502.240,118.580
2510224167,2026-09-17 00:30:00,1,20374.350,8920.930,3980.810,7472.600,772.580
2510317505,2026-09-17 00:30:00,1,14858.660,6515.370,3140.950,5202.330,0.740
2510317537,2026-09-17 00:30:00,1,11570.550,6645.770,2186.150,2738.620,218.560
2510389559,2026-09-17 00:30:00,1,36.870,20.630,14.320,1.910,30.680
2510389643,2026-09-17 00:30:00,1,42633.410,15268.570,7621.940,19742.891,22.550
2510389931,2026-09-17 00:30:00,1,30773.400,11765.890,6498.590,12508.910,0.150
2510633381,2026-09-17 00:30:00,320,217.250,135.250,48.840,33.150,6.260
2510633385,2026-09-17 00:30:00,60,1197.050,562.990,238.470,395.590,47.040
2510633386,2026-09-17 00:30:00,500,471.830,268.930,101.850,101.040,30.900
2510633387,2026-09-17 00:30:00,40,23.470,15.750,5.650,2.050,0.750
2510633389,2026-09-17 00:30:00,500,433.310,294.230,103.270,35.800,75.620
2510633390,2026-09-17 00:30:00,80,2020.250,1213.600,451.590,355.060,523.060
2510633391,2026-09-17 00:30:00,100,242.250,187.020,55.120,0.100,3.300
2510633393,2026-09-17 00:30:00,600,5847.980,3404.270,1163.000,1280.700,1244.300
2510633395,2026-09-17 00:30:00,40,1300.980,732.580,283.550,284.840,61.340
2510633396,2026-09-17 00:30:00,400,874.310,594.740,206.500,73.050,192.980
2510633397,2026-09-17 00:30:00,240,542.670,348.140,163.530,30.990,204.300
2510633400,2026-09-17 00:30:00,800,710.930,434.270,163.280,113.370,144.250
2510633402,2026-09-17 00:30:00,300,517.770,313.160,109.710,94.880,126.430
2510633406,2026-09-17 00:30:00,60,352.250,158.210,68.350,125.680,16.970
2510633411,2026-09-17 00:30:00,800,4598.480,2624.030,962.130,1012.310,1629.670
2510814977,2026-09-17 00:30:00,400,51.310,31.680,12.150,7.460,1.840
2610026950,2026-09-17 00:30:00,600,13.320,8.490,3.080,1.750,1.190
2610026952,2026-09-17 00:30:00,200,3450.840,2251.400,1007.210,192.230,1730.840
2610026953,2026-09-17 00:30:00,700,624.290,369.060,141.670,113.540,176.520
2610026963,2026-09-17 00:30:00,200,366.170,189.700,89.340,87.120,23.610
2610026966,2026-09-17 00:30:00,240,933.180,669.500,231.660,32.010,195.030
2610026976,2026-09-17 00:30:00,60,1424.980,928.360,318.410,178.210,140.820
2610026977,2026-09-17 00:30:00,30,613.310,256.230,95.900,261.170,104.850
2610126270,2026-09-17 00:30:00,400,24.930,15.830,5.910,3.180,0.790
2610126451,2026-09-17 00:30:00,300,109.490,71.260,26.650,11.570,55.430
2610159557,2026-09-17 00:30:00,600,15.940,9.080,3.390,3.460,0.230
2610170786,2026-09-17 00:30:00,500,561.990,319.110,111.520,131.350,109.060
2610170836,2026-09-17 00:30:00,100,123.550,77.110,27.870,18.550,69.940
2610170837,2026-09-17 00:30:00,240,11.660,7.550,2.570,1.530,1.370
2610170838,2026-09-17 00:30:00,240,30.780,19.560,6.850,4.350,3.480
2610170840,2026-09-17 00:30:00,40,291.310,164.900,57.200,69.200,60.760
2610322967,2026-09-17 00:30:00,500,3.480,2.100,0.870,0.510,0.450
2610322969,2026-09-17 00:30:00,100,91.230,63.640,22.200,5.380,11.270
2610322982,2026-09-17 00:30:00,160,2.540,1.510,0.540,0.490,0.000
2610322995,2026-09-17 00:30:00,40,2.940,1.740,0.620,0.560,0.000
2610322997,2026-09-17 00:30:00,400,510.160,299.640,116.890,93.620,191.260
2610323001,2026-09-17 00:30:00,160,1632.520,970.980,443.670,217.870,738.140
2610323004,2026-09-17 00:30:00,3000,84.330,63.690,10.970,9.670,19.770
2610323005,2026-09-17 00:30:00,120,10.540,7.080,2.720,0.730,1.560
2610323010,2026-09-17 00:30:00,60,13.800,9.290,3.250,1.260,1.110
2610323016,2026-09-17 00:30:00,160,1477.240,817.570,322.270,337.390,667.580
2610323017,2026-09-17 00:30:00,60,3.740,2.210,0.800,0.730,0.000
2610323019,2026-09-17 00:30:00,80,44.540,28.090,9.680,6.760,2.810
2610323024,2026-09-17 00:30:00,160,1000.450,693.690,263.210,43.540,339.690
2410883990,2026-09-17 00:31:00,60,2993.020,1716.490,638.790,637.740,888.380
2510633383,2026-09-17 00:31:00,40,1683.570,1262.030,388.560,32.970,51.780
2510633399,2026-09-17 00:31:00,600,1122.370,644.930,241.130,236.290,57.410
2610323027,2026-09-17 00:31:00,60,3.850,2.310,0.810,0.720,0.000
2510203106,2026-09-17 00:45:00,100,98.060,45.370,16.520,36.160,0.410
2410121326,2026-09-17 01:00:00,200,1552.590,1001.920,435.570,115.090,365.240
2410121353,2026-09-17 01:00:00,120,697.880,483.890,190.300,23.690,153.100
2410121371,2026-09-17 01:00:00,120,591.570,367.260,130.650,93.650,71.130
2410121424,2026-09-17 01:00:00,120,47.530,29.240,11.090,7.190,1.600
2410121440,2026-09-17 01:00:00,120,19.980,13.040,4.060,2.870,2.350
2410121454,2026-09-17 01:00:00,160,2029.390,1279.820,438.100,311.460,329.350
2410121457,2026-09-17 01:00:00,120,1669.890,1076.770,478.280,114.840,304.370
2410121574,2026-09-17 01:00:00,120,4839.580,3492.560,1125.490,221.520,417.830
2410131378,2026-09-17 01:00:00,200,1824.900,1173.870,506.010,145.010,401.150
2410131383,2026-09-17 01:00:00,400,1053.420,697.670,224.980,130.750,47.470
2410131384,2026-09-17 01:00:00,200,9762.650,5539.270,1964.180,2259.190,2035.890
2410131387,2026-09-17 01:00:00,600,539.430,337.630,128.380,73.410,55.910
2410320615,2026-09-17 01:00:00,700,15326.240,9392.770,3740.330,2193.130,3787.230
2410883988,2026-09-17 01:00:00,100,34.850,17.650,5.220,11.970,3.360
2410883990,2026-09-17 01:00:00,60,2993.030,1716.490,638.790,637.750,888.380
2410883991,2026-09-17 01:00:00,100,2717.500,1635.660,610.960,470.870,255.340
2410883993,2026-09-17 01:00:00,60,3068.260,1477.610,582.110,1008.530,115.910
2410883994,2026-09-17 01:00:00,320,105.350,47.040,20.960,37.340,3.450
2410932742,2026-09-17 01:00:00,240,19734.350,11484.660,3665.260,4584.430,4998.210
2411087432,2026-09-17 01:00:00,40,3621.460,2249.940,1037.210,334.300,731.020
2411087433,2026-09-17 01:00:00,500,798.720,472.420,174.430,151.860,20.730
2411290205,2026-09-17 01:00:00,240,9545.210,6417.100,2798.720,329.370,3383.170
2510014481,2026-09-17 01:00:00,80,15246.470,8888.320,2937.000,3421.140,5729.830
2510014482,2026-09-17 01:00:00,40,1280.100,891.490,352.250,36.360,84.420
2510014483,2026-09-17 01:00:00,300,226.030,130.140,50.360,45.520,0.000
2510014484,2026-09-17 01:00:00,160,9336.370,5292.860,2066.710,1976.790,1493.290
2510178139,2026-09-17 01:00:00,300,797.930,464.310,170.280,163.340,170.010
2510178141,2026-09-17 01:00:00,40,647.640,484.820,151.910,10.900,179.550
2510203103,2026-09-17 01:00:00,400,1848.270,1099.950,415.750,332.560,59.400
2510203104,2026-09-17 01:00:00,120,2988.760,1795.290,700.470,492.990,445.960
2510203105,2026-09-17 01:00:00,100,2393.220,1664.440,675.860,52.910,563.650
2510203106,2026-09-17 01:00:00,100,98.060,45.370,16.520,36.160,0.410
2510203108,2026-09-17 01:00:00,80,3907.420,2198.760,867.100,841.550,616.360
2510203109,2026-09-17 01:00:00,160,1497.650,940.350,459.150,98.150,453.870
2510203111,2026-09-17 01:00:00,40,3891.810,2454.380,956.220,481.210,1063.350
2510203112,2026-09-17 01:00:00,600,48.540,33.490,11.340,3.700,18.440
2510203113,2026-09-17 01:00:00,160,4338.760,2761.320,1048.230,529.200,254.110
2510203114,2026-09-17 01:00:00,120,1873.640,1177.020,462.550,234.060,375.150
2510203117,2026-09-17 01:00:00,80,1643.400,875.680,356.960,410.760,279.220
2510203118,2026-09-17 01:00:00,640,190.020,109.940,42.840,37.230,26.990
2510203119,2026-09-17 01:00:00,40,480.820,323.290,123.490,34.020,180.180
2510203120,2026-09-17 01:00:00,160,4245.650,2606.450,937.270,701.920,981.650
2510203121,2026-09-17 01:00:00,100,1283.480,752.870,301.020,229.580,71.030
2510203122,2026-09-17 01:00:00,40,925.790,586.840,290.540,48.400,677.980
2510203123,2026-09-17 01:00:00,40,2625.030,1729.720,714.010,181.290,833.360
2510203124,2026-09-17 01:00:00,800,1156.930,820.600,279.490,56.830,324.360
2510203126,2026-09-17 01:00:00,100,14.820,6.500,2.130,6.180,0.290
2510203127,2026-09-17 01:00:00,40,1219.800,796.650,326.680,96.450,346.830
2510203128,2026-09-17 01:00:00,500,7839.580,4114.230,1381.570,2343.780,359.700
2510203129,2026-09-17 01:00:00,80,5.780,3.030,1.100,1.640,0.000
2510203130,2026-09-17 01:00:00,120,28.580,20.030,6.240,2.300,8.680
2510203133,2026-09-17 01:00:00,40,660.740,450.230,166.210,44.290,112.560
2510224049,2026-09-17 01:00:00,1,53006.488,20654.039,10847.920,21504.520,118.580
2510224167,2026-09-17 01:00:00,1,20375.711,8920.930,3980.810,7473.960,772.580
2510317505,2026-09-17 01:00:00,1,14860.500,6515.370,3140.950,5204.180,0.740
2510317537,2026-09-17 01:00:00,1,11571.440,6645.770,2186.150,2739.510,218.560
2510389559,2026-09-17 01:00:00,1,36.870,20.630,14.320,1.910,30.680
2510389643,2026-09-17 01:00:00,1,42637.109,15268.570,7621.940,19746.590,22.550
2510389931,2026-09-17 01:00:00,1,30775.750,11765.890,6498.590,12511.270,0.150
2510633383,2026-09-17 01:00:00,40,1683.670,1262.030,388.560,33.070,51.780
2510633385,2026-09-17 01:00:00,60,1197.140,562.990,238.470,395.680,47.040
2510633386,2026-09-17 01:00:00,500,471.880,268.930,101.850,101.100,30.900
2510633387,2026-09-17 01:00:00,40,23.470,15.750,5.650,2.050,0.750
2510633389,2026-09-17 01:00:00,500,433.430,294.230,103.270,35.920,75.620
2510633391,2026-09-17 01:00:00,100,242.250,187.020,55.120,0.100,3.300
2510633393,2026-09-17 01:00:00,600,5848.520,3404.270,1163.000,1281.240,1244.430
2510633395,2026-09-17 01:00:00,40,1300.980,732.580,283.550,284.840,61.340
2510633396,2026-09-17 01:00:00,400,874.370,594.740,206.500,73.120,193.020
2510633397,2026-09-17 01:00:00,240,542.680,348.140,163.530,31.000,204.300
2510633399,2026-09-17 01:00:00,600,1122.470,644.930,241.130,236.400,57.420
2510633400,2026-09-17 01:00:00,800,711.020,434.270,163.280,113.460,144.280
2510633402,2026-09-17 01:00:00,300,517.890,313.160,109.710,95.010,126.450
2510633406,2026-09-17 01:00:00,60,352.270,158.210,68.350,125.710,16.970
2510633411,2026-09-17 01:00:00,800,4599.040,2624.030,962.130,1012.880,1629.910
2510814977,2026-09-17 01:00:00,400,51.310,31.680,12.150,7.460,1.840
2610026950,2026-09-17 01:00:00,600,13.330,8.490,3.080,1.750,1.190
2610026952,2026-09-17 01:00:00,200,3451.350,2251.400,1007.210,192.740,1731.170
2610026953,2026-09-17 01:00:00,700,624.460,369.060,141.670,113.710,176.590
2610026963,2026-09-17 01:00:00,200,366.210,189.700,89.340,87.160,23.610
2610026966,2026-09-17 01:00:00,240,933.190,669.500,231.660,32.020,195.040
2610026976,2026-09-17 01:00:00,60,1425.120,928.360,318.410,178.340,140.830
2610026977,2026-09-17 01:00:00,30,613.460,256.230,95.900,261.320,104.860
2610126270,2026-09-17 01:00:00,400,24.930,15.830,5.910,3.180,0.790
2610126451,2026-09-17 01:00:00,300,109.500,71.260,26.650,11.570,55.430
2610159557,2026-09-17 01:00:00,600,15.940,9.080,3.390,3.460,0.230
2610170786,2026-09-17 01:00:00,500,562.320,319.110,111.520,131.680,109.130
2610170836,2026-09-17 01:00:00,100,123.550,77.110,27.870,18.550,69.940
2610170837,2026-09-17 01:00:00,240,11.660,7.550,2.570,1.530,1.370
2610170838,2026-09-17 01:00:00,240,30.780,19.560,6.850,4.360,3.480
2610170840,2026-09-17 01:00:00,40,291.370,164.900,57.200,69.260,60.760
2610322967,2026-09-17 01:00:00,500,3.480,2.100,0.870,0.510,0.450
2610322969,2026-09-17 01:00:00,100,91.240,63.640,22.200,5.390,11.270
2610322982,2026-09-17 01:00:00,160,2.550,1.510,0.540,0.490,0.000
2610322995,2026-09-17 01:00:00,40,2.950,1.740,0.620,0.570,0.000
2610322997,2026-09-17 01:00:00,400,510.500,299.640,116.890,93.950,191.410
2610323001,2026-09-17 01:00:00,160,1632.920,970.980,443.670,218.270,738.370
2610323004,2026-09-17 01:00:00,3000,84.350,63.690,10.970,9.680,19.770
2610323005,2026-09-17 01:00:00,120,10.540,7.080,2.720,0.740,1.560
2610323010,2026-09-17 01:00:00,60,13.810,9.290,3.250,1.260,1.110
2610323016,2026-09-17 01:00:00,160,1477.690,817.570,322.270,337.840,667.810
2610323017,2026-09-17 01:00:00,60,3.750,2.210,0.800,0.730,0.000
2610323019,2026-09-17 01:00:00,80,44.560,28.090,9.680,6.770,2.810
2510203134,2026-09-17 01:01:00,200,140.610,82.280,32.500,25.810,6.060
2510633381,2026-09-17 01:01:00,320,217.260,135.250,48.840,33.160,6.260
2510633390,2026-09-17 01:01:00,80,2020.740,1213.600,451.590,355.540,523.160
2610323027,2026-09-17 01:01:00,60,3.850,2.310,0.810,0.720,0.000
2610323024,2026-09-17 01:02:00,160,1000.540,693.690,263.210,43.640,339.700
2410121326,2026-09-17 01:30:00,200,1552.630,1001.920,435.570,115.130,365.260
2410121353,2026-09-17 01:30:00,120,697.890,483.890,190.300,23.690,153.100
2410121371,2026-09-17 01:30:00,120,591.620,367.260,130.650,93.700,71.130
2410121424,2026-09-17 01:30:00,120,47.530,29.240,11.090,7.190,1.600
2410121440,2026-09-17 01:30:00,120,19.980,13.040,4.060,2.870,2.350
2410121454,2026-09-17 01:30:00,160,2029.460,1279.820,438.100,311.530,329.360
2410121457,2026-09-17 01:30:00,120,1670.680,1076.770,478.280,115.620,304.550
2410121574,2026-09-17 01:30:00,120,4839.610,3492.560,1125.490,221.550,417.830
2410131378,2026-09-17 01:30:00,200,1824.910,1173.870,506.010,145.020,401.150
2410131383,2026-09-17 01:30:00,400,1053.440,697.670,224.980,130.770,47.470
2410131384,2026-09-17 01:30:00,200,9763.010,5539.270,1964.180,2259.550,2035.950
2410131387,2026-09-17 01:30:00,600,539.450,337.630,128.380,73.430,55.910
2410320615,2026-09-17 01:30:00,700,15326.730,9392.770,3740.330,2193.610,3787.290
2410883988,2026-09-17 01:30:00,100,34.860,17.650,5.220,11.970,3.360
2410883990,2026-09-17 01:30:00,60,2993.040,1716.490,638.790,637.760,888.380
2410883991,2026-09-17 01:30:00,100,2717.530,1635.660,610.960,470.900,255.340
