METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2410121326,2026-09-14 00:00:00,200,1533.440,990.150,430.030,113.250,359.940
2410121353,2026-09-14 00:00:00,120,682.050,474.570,184.670,22.800,147.780
2410121371,2026-09-14 00:00:00,120,584.880,363.630,129.100,92.140,70.990
2410121424,2026-09-14 00:00:00,120,47.300,29.130,11.040,7.120,1.600
2410121440,2026-09-14 00:00:00,120,18.940,12.380,3.780,2.770,2.350
2410121454,2026-09-14 00:00:00,160,2011.220,1267.880,433.850,309.480,325.990
2410121457,2026-09-14 00:00:00,120,1578.710,1027.510,455.470,95.720,284.100
2410121574,2026-09-14 00:00:00,120,4808.850,3470.370,1117.930,220.540,414.790
2410131378,2026-09-14 00:00:00,200,1806.930,1161.610,500.520,144.790,397.500
2410131384,2026-09-14 00:00:00,200,9715.170,5512.900,1953.450,2248.810,2028.070
2410131387,2026-09-14 00:00:00,600,532.070,332.790,126.590,72.680,54.480
2410320615,2026-09-14 00:00:00,700,15208.740,9320.500,3710.030,2178.200,3758.820
2410883988,2026-09-14 00:00:00,100,34.070,17.280,5.060,11.720,3.340
2410883990,2026-09-14 00:00:00,60,2992.210,1716.080,638.580,637.550,888.260
2410883991,2026-09-14 00:00:00,100,2711.640,1632.570,609.140,469.930,254.840
2410883993,2026-09-14 00:00:00,60,3022.470,1455.340,572.260,994.860,105.660
2410883994,2026-09-14 00:00:00,320,104.450,46.620,20.770,37.050,3.450
2410932742,2026-09-14 00:00:00,240,19604.510,11414.700,3637.850,4551.950,4964.500
2411087432,2026-09-14 00:00:00,40,3585.510,2229.540,1025.760,330.200,724.990
2411087433,2026-09-14 00:00:00,500,773.860,458.750,168.780,146.320,20.650
2411290205,2026-09-14 00:00:00,240,9435.960,6351.160,2757.160,327.630,3343.210
2510014481,2026-09-14 00:00:00,80,15155.270,8838.600,2917.720,3398.940,5690.910
2510014483,2026-09-14 00:00:00,300,223.760,128.880,49.840,45.030,0.000
2510014484,2026-09-14 00:00:00,160,9264.630,5253.270,2050.720,1960.640,1465.790
2510178139,2026-09-14 00:00:00,300,783.240,456.740,167.320,159.170,165.000
2510178141,2026-09-14 00:00:00,40,634.140,474.580,148.790,10.760,175.990
2510203103,2026-09-14 00:00:00,400,1834.880,1090.160,413.330,331.390,58.240
2510203104,2026-09-14 00:00:00,120,2958.680,1777.890,693.270,487.510,439.140
2510203105,2026-09-14 00:00:00,100,2355.050,1640.200,662.450,52.390,555.000
2510203108,2026-09-14 00:00:00,80,3864.900,2175.490,855.850,833.540,611.040
2510203109,2026-09-14 00:00:00,160,1477.260,928.090,451.650,97.500,449.460
2510203111,2026-09-14 00:00:00,40,3857.810,2429.910,946.840,481.050,1055.010
2510203112,2026-09-14 00:00:00,600,5.180,4.750,0.220,0.200,1.570
2510203114,2026-09-14 00:00:00,120,1849.580,1162.800,456.630,230.140,370.250
2510203117,2026-09-14 00:00:00,80,1632.550,869.660,354.820,408.060,276.840
2510203118,2026-09-14 00:00:00,640,186.090,107.760,41.940,36.390,26.990
2510203119,2026-09-14 00:00:00,40,480.820,323.290,123.490,34.020,180.180
2510203120,2026-09-14 00:00:00,160,4198.020,2578.990,925.950,693.060,966.480
2510203121,2026-09-14 00:00:00,100,1274.660,747.860,298.410,228.380,70.620
2510203122,2026-09-14 00:00:00,40,915.320,580.540,286.720,48.050,669.960
2510203123,2026-09-14 00:00:00,40,2600.620,1712.110,707.330,181.160,825.080
2510203124,2026-09-14 00:00:00,800,1142.720,810.300,276.210,56.200,320.300
2510203126,2026-09-14 00:00:00,100,14.050,6.140,1.970,5.930,0.270
2510203127,2026-09-14 00:00:00,40,1190.490,778.680,319.390,92.410,336.050
2510203128,2026-09-14 00:00:00,500,7753.920,4072.690,1363.710,2317.510,351.990
2510203129,2026-09-14 00:00:00,80,5.160,2.740,0.960,1.450,0.000
2510203130,2026-09-14 00:00:00,120,26.790,18.910,5.670,2.200,8.570
2510203133,2026-09-14 00:00:00,40,655.750,446.580,165.090,44.060,111.660
2510203134,2026-09-14 00:00:00,200,140.040,81.980,32.390,25.660,6.060
2510224049,2026-09-14 00:00:00,1,52721.590,20547.400,10792.070,21382.119,118.580
2510224167,2026-09-14 00:00:00,1,19981.160,8707.350,3851.220,7422.570,665.300
2510317505,2026-09-14 00:00:00,1,14653.020,6431.770,3087.180,5134.060,0.740
2510317537,2026-09-14 00:00:00,1,11440.980,6576.340,2157.930,2706.700,218.560
2510389559,2026-09-14 00:00:00,1,36.870,20.630,14.320,1.910,30.680
2510389643,2026-09-14 00:00:00,1,42287.531,15151.230,7543.460,19592.830,22.520
2510389931,2026-09-14 00:00:00,1,30465.381,11646.420,6422.580,12396.380,0.080
2510633381,2026-09-14 00:00:00,320,213.500,132.990,47.890,32.600,6.240
2510633383,2026-09-14 00:00:00,40,1651.900,1238.820,380.960,32.110,51.290
2510633385,2026-09-14 00:00:00,60,1184.490,557.370,235.310,391.800,46.790
2510633386,2026-09-14 00:00:00,500,462.610,263.750,99.710,99.140,30.900
2510633387,2026-09-14 00:00:00,40,22.440,15.020,5.430,1.980,0.710
