METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-24 00:00:00,8800,952.718,537.380,197.339,217.998,127.829,8.999,180.553
2410121326,2026-09-24 00:00:00,200,1597.850,1030.500,448.430,118.910,377.820,0.000,5.460
2410121353,2026-09-24 00:00:00,120,724.960,502.870,197.830,24.250,161.390,0.000,15.480
2410121371,2026-09-24 00:00:00,120,608.420,377.670,133.710,97.030,72.110,0.000,29.630
2410121424,2026-09-24 00:00:00,120,48.350,29.710,11.240,7.380,1.600,0.000,17.950
2410121440,2026-09-24 00:00:00,120,22.390,14.900,4.420,3.060,2.690,0.000,6.080
2410121454,2026-09-24 00:00:00,160,2062.830,1302.630,445.040,315.150,335.630,0.000,76.690
2410121457,2026-09-24 00:00:00,120,1871.300,1192.110,521.570,157.610,353.900,0.000,42.560
2410131378,2026-09-24 00:00:00,200,1867.500,1202.120,519.860,145.510,410.100,0.000,9.700
2410131383,2026-09-24 00:00:00,400,1069.140,708.270,228.400,132.470,48.270,0.000,65.750
2410131384,2026-09-24 00:00:00,200,9855.910,5591.900,1984.370,2279.640,2055.440,0.000,4.900
2410131387,2026-09-24 00:00:00,600,552.550,345.700,131.880,74.960,57.790,0.000,59.080
2410883988,2026-09-24 00:00:00,100,37.060,18.990,5.510,12.550,3.520,0.000,2.200
2410883990,2026-09-24 00:00:00,60,3000.130,1720.920,640.200,639.000,889.110,0.000,38.530
2410883991,2026-09-24 00:00:00,100,2742.750,1651.030,617.240,474.470,257.030,0.260,74.280
2410883993,2026-09-24 00:00:00,60,3166.220,1531.650,599.990,1034.570,125.710,0.000,340.680
2410883994,2026-09-24 00:00:00,320,108.020,48.480,21.510,38.020,3.450,0.000,6.790
2410932742,2026-09-24 00:00:00,240,20033.471,11658.090,3721.950,4653.410,5085.850,0.000,5.960
2411087432,2026-09-24 00:00:00,40,3713.470,2304.420,1066.130,342.910,747.510,0.000,31.140
2411087433,2026-09-24 00:00:00,500,859.490,507.950,187.130,164.390,22.480,0.000,779.280
2411290205,2026-09-24 00:00:00,240,9712.810,6532.130,2847.500,333.160,3443.140,0.000,59.540
2510014481,2026-09-24 00:00:00,80,15470.520,9016.410,2981.480,3472.610,5814.830,0.000,5.520
2510014482,2026-09-24 00:00:00,40,1303.060,907.770,358.370,36.920,85.260,0.000,63.610
2510014483,2026-09-24 00:00:00,300,232.140,133.810,51.750,46.570,0.000,0.000,187.490
2510014484,2026-09-24 00:00:00,160,9494.960,5383.290,2101.410,2010.250,1544.680,0.000,21.600
2510178139,2026-09-24 00:00:00,300,838.970,487.800,178.190,172.970,183.600,0.000,14.140
2510178141,2026-09-24 00:00:00,40,671.220,502.860,157.250,11.100,186.770,0.000,47.720
2510203103,2026-09-24 00:00:00,400,1865.820,1110.700,419.620,335.480,65.230,3.580,330.530
2510203104,2026-09-24 00:00:00,120,3056.730,1836.570,716.920,503.230,463.630,0.000,69.190
2510203105,2026-09-24 00:00:00,100,2457.890,1709.350,694.470,54.050,577.620,0.000,70.680
2510203106,2026-09-24 00:00:00,100,99.680,46.140,16.830,36.690,0.410,0.000,37.400
2510203108,2026-09-24 00:00:00,80,4037.470,2275.740,896.630,865.100,631.190,0.000,36.690
2510203111,2026-09-24 00:00:00,40,3965.680,2503.040,981.100,481.540,1082.200,0.000,12.780
2510203113,2026-09-24 00:00:00,160,4545.470,2899.650,1102.160,543.650,277.400,0.000,111.260
2510203114,2026-09-24 00:00:00,120,1927.030,1210.000,476.240,240.780,388.640,0.000,33.730
2510203117,2026-09-24 00:00:00,80,1669.570,890.420,361.920,417.210,284.780,0.000,166.640
2510203118,2026-09-24 00:00:00,640,197.940,114.500,44.620,38.820,26.990,0.010,115.930
2510203119,2026-09-24 00:00:00,40,480.830,323.310,123.490,34.030,180.180,0.000,14.800
2510203120,2026-09-24 00:00:00,160,4362.420,2678.820,961.650,721.940,1013.840,0.000,14.900
2510203121,2026-09-24 00:00:00,100,1303.940,765.480,305.510,232.940,71.900,0.000,107.920
2510203122,2026-09-24 00:00:00,40,948.740,601.660,297.640,49.430,693.870,0.000,0.710
2510203123,2026-09-24 00:00:00,40,2684.510,1769.680,733.260,181.560,853.450,0.000,11.830
2510203124,2026-09-24 00:00:00,800,1199.910,850.250,289.440,60.210,339.000,0.000,0.360
2510203126,2026-09-24 00:00:00,100,17.000,7.820,2.420,6.750,0.440,0.000,1.350
2510203127,2026-09-24 00:00:00,40,1293.420,844.320,344.750,104.330,375.990,0.000,49.240
2510203128,2026-09-24 00:00:00,500,8037.940,4220.040,1416.510,2401.380,374.870,0.000,112.570
2510203129,2026-09-24 00:00:00,80,7.120,3.750,1.350,2.020,0.000,0.000,1.660
2510203130,2026-09-24 00:00:00,120,33.580,24.160,6.890,2.510,9.730,0.000,0.510
2510203133,2026-09-24 00:00:00,40,672.220,457.780,169.670,44.760,114.680,0.000,47.680
2510203134,2026-09-24 00:00:00,200,141.900,83.030,32.740,26.130,6.060,0.000,33.430
2510224049,2026-09-24 00:00:00,1,53730.090,20976.721,10976.270,21777.090,118.600,0.000,9041.790
2510224167,2026-09-24 00:00:00,1,21021.551,9317.640,4122.020,7581.880,904.010,0.000,5707.330
2510317505,2026-09-24 00:00:00,1,15324.300,6729.020,3249.980,5345.290,0.740,0.000,4573.440
2510317537,2026-09-24 00:00:00,1,11881.060,6822.850,2245.800,2812.400,218.560,1427.680,2156.150
2510389643,2026-09-24 00:00:00,1,43435.238,15572.340,7781.970,20080.920,22.630,0.000,4120.360
2510389931,2026-09-24 00:00:00,1,31410.320,12008.940,6640.400,12760.970,0.150,0.000,4314.020
2510633381,2026-09-24 00:00:00,320,225.060,140.050,50.650,34.360,6.310,0.000,46.070
2510633383,2026-09-24 00:00:00,40,1744.790,1308.190,402.140,34.450,53.810,0.000,312.290
2510633385,2026-09-24 00:00:00,60,1228.890,579.190,245.240,404.450,48.530,0.000,95.430
2510633386,2026-09-24 00:00:00,500,493.000,280.820,106.410,105.750,30.900,0.000,2764.420
2510633387,2026-09-24 00:00:00,40,25.980,17.470,6.310,2.200,0.840,0.000,3.400
2510633389,2026-09-24 00:00:00,500,533.030,361.640,124.480,46.900,100.680,0.000,102.480
2510633390,2026-09-24 00:00:00,80,2191.060,1313.980,484.290,392.780,570.090,0.000,6.350
2510633391,2026-09-24 00:00:00,100,254.300,196.370,57.820,0.100,3.450,0.000,1.940
2510633395,2026-09-24 00:00:00,40,1300.980,732.580,283.550,284.840,61.340,0.000,39.160
2510633396,2026-09-24 00:00:00,400,925.570,627.790,218.180,79.600,212.420,0.000,0.170
2510633397,2026-09-24 00:00:00,240,569.920,364.570,172.970,32.370,216.010,0.000,18.130
2510633399,2026-09-24 00:00:00,600,1171.080,673.790,251.940,245.350,58.820,0.000,57.110
2510633400,2026-09-24 00:00:00,800,772.190,469.050,179.580,123.550,169.960,0.000,28.000
2510633402,2026-09-24 00:00:00,300,585.690,352.530,124.610,108.540,146.370,0.000,10.400
2510633406,2026-09-24 00:00:00,60,364.510,165.980,70.990,127.530,19.800,0.000,99.060
2510633411,2026-09-24 00:00:00,800,4818.490,2749.980,1007.140,1061.360,1713.060,0.000,29.340
2510814977,2026-09-24 00:00:00,400,52.250,32.210,12.350,7.680,1.840,0.000,10.680
2610026950,2026-09-24 00:00:00,600,15.640,10.020,3.610,2.000,1.420,0.000,3.160
