METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2410121353,2026-09-01 00:00:00,120,641.120,446.440,173.540,21.130,135.990,0.000,14.800
2410121371,2026-09-01 00:00:00,120,567.260,353.210,125.350,88.690,68.800,0.000,28.820
2410121424,2026-09-01 00:00:00,120,45.770,28.260,10.740,6.760,1.600,0.000,16.310
2410121454,2026-09-01 00:00:00,160,1954.540,1229.570,422.170,302.790,315.880,0.000,76.090
2410121457,2026-09-01 00:00:00,120,1346.900,876.850,385.400,84.640,231.610,0.000,41.750
2410121574,2026-09-01 00:00:00,120,4664.790,3368.790,1084.000,211.980,402.060,0.000,368.430
2410131378,2026-09-01 00:00:00,200,1728.870,1109.430,478.390,141.040,381.140,0.000,8.390
2410131383,2026-09-01 00:00:00,400,1018.730,674.720,217.690,126.310,45.470,0.000,64.600
2410131387,2026-09-01 00:00:00,600,514.230,321.610,122.220,70.390,52.920,0.000,56.950
2410320615,2026-09-01 00:00:00,700,14766.110,9042.530,3606.360,2117.210,3643.980,0.000,51.450
2410883990,2026-09-01 00:00:00,60,2980.520,1708.990,636.130,635.390,886.350,0.000,38.490
2410883991,2026-09-01 00:00:00,100,2675.880,1610.770,601.130,463.970,249.890,0.260,73.280
2410883993,2026-09-01 00:00:00,60,2853.170,1363.260,541.480,948.420,93.710,0.000,326.590
2410883994,2026-09-01 00:00:00,320,100.700,44.770,20.060,35.860,3.420,0.000,5.340
2410932742,2026-09-01 00:00:00,240,19014.250,11072.290,3530.790,4411.160,4792.600,0.000,5.960
2411087432,2026-09-01 00:00:00,40,3454.970,2151.780,986.450,316.730,706.130,0.000,29.960
2411087433,2026-09-01 00:00:00,500,698.340,414.970,152.900,130.460,16.330,0.000,771.560
2411290205,2026-09-01 00:00:00,240,9181.060,6186.560,2674.680,319.810,3248.100,0.000,59.220
2510014481,2026-09-01 00:00:00,80,14790.890,8619.770,2850.280,3320.820,5549.320,0.000,5.520
2510014482,2026-09-01 00:00:00,40,1223.140,850.320,337.680,35.140,80.090,0.000,60.290
2510014483,2026-09-01 00:00:00,300,213.070,122.510,47.620,42.920,0.000,0.000,175.620
2510014484,2026-09-01 00:00:00,160,9039.950,5126.810,2001.550,1911.590,1386.840,0.000,20.610
2510178139,2026-09-01 00:00:00,300,724.460,423.970,156.700,143.780,147.340,0.000,14.130
2510178141,2026-09-01 00:00:00,40,596.170,445.520,140.410,10.230,164.870,0.000,44.530
2510203103,2026-09-01 00:00:00,400,1799.730,1068.720,405.510,325.490,46.380,0.010,322.990
2510203104,2026-09-01 00:00:00,120,2840.560,1705.970,665.610,468.980,412.650,0.000,69.180
2510203105,2026-09-01 00:00:00,100,2260.580,1572.680,638.250,49.640,532.130,0.000,68.290
2510203106,2026-09-01 00:00:00,100,93.910,43.470,15.820,34.610,0.400,0.000,35.280
2510203107,2026-09-01 00:00:00,600,420.310,264.180,116.490,39.630,119.560,0.000,10.640
2510203108,2026-09-01 00:00:00,80,3645.560,2047.210,805.680,792.660,586.520,0.000,36.230
2510203109,2026-09-01 00:00:00,160,1413.910,887.380,431.750,94.770,434.830,0.000,83.250
2510203111,2026-09-01 00:00:00,40,3716.170,2333.910,911.750,470.500,1018.250,0.000,12.080
2510203113,2026-09-01 00:00:00,160,4019.400,2553.970,962.390,503.030,225.480,0.000,106.040
2510203114,2026-09-01 00:00:00,120,1760.140,1107.340,434.350,218.440,350.680,0.000,31.700
2510203117,2026-09-01 00:00:00,80,1585.620,843.640,346.670,395.290,266.340,0.000,155.870
2510203118,2026-09-01 00:00:00,640,173.250,100.190,39.400,33.650,26.990,0.010,98.610
2510203119,2026-09-01 00:00:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203122,2026-09-01 00:00:00,40,881.420,559.210,275.640,46.560,645.660,0.000,0.680
2510203124,2026-09-01 00:00:00,800,1089.620,769.170,265.240,55.200,307.630,0.000,0.270
2510203126,2026-09-01 00:00:00,100,11.340,4.940,1.560,4.840,0.220,0.000,0.950
2510203127,2026-09-01 00:00:00,40,1100.800,718.890,295.520,86.380,306.120,0.000,48.100
2510203128,2026-09-01 00:00:00,500,7389.570,3879.470,1299.220,2210.880,327.770,0.000,112.050
2510203129,2026-09-01 00:00:00,80,2.150,1.140,0.400,0.600,0.000,0.000,0.400
2510203130,2026-09-01 00:00:00,120,18.790,12.870,4.100,1.810,6.610,0.000,0.240
2510203133,2026-09-01 00:00:00,40,633.910,432.120,158.660,43.120,107.120,0.000,46.390
2510203134,2026-09-01 00:00:00,200,137.560,80.550,31.960,25.050,6.060,0.000,32.310
2510224049,2026-09-01 00:00:00,1,51392.430,19953.869,10589.060,20849.490,117.950,0.000,8457.200
2510224167,2026-09-01 00:00:00,1,19093.961,8250.070,3627.530,7216.350,557.000,0.000,5158.870
2510317505,2026-09-01 00:00:00,1,13781.280,6030.880,2905.760,4844.630,0.740,0.000,4008.260
2510317537,2026-09-01 00:00:00,1,10887.200,6258.780,2054.810,2573.600,218.560,1427.680,2003.340
2510389559,2026-09-01 00:00:00,1,35.990,19.750,14.320,1.910,30.210,0.000,5.910
2510389643,2026-09-01 00:00:00,1,40789.320,14586.040,7247.150,18956.131,22.350,0.000,3766.040
2510633381,2026-09-01 00:00:00,320,199.220,124.280,44.550,30.370,6.200,0.000,39.830
2510633383,2026-09-01 00:00:00,40,1551.910,1162.360,358.970,30.570,47.670,0.000,289.050
2510633385,2026-09-01 00:00:00,60,1125.350,528.390,222.310,374.650,43.830,0.000,87.070
2510633386,2026-09-01 00:00:00,500,426.840,242.810,92.520,91.510,30.900,0.000,2375.030
2510633387,2026-09-01 00:00:00,40,18.720,12.400,4.610,1.690,0.540,0.000,2.680
2510633390,2026-09-01 00:00:00,80,1758.500,1063.560,396.660,298.270,458.450,0.000,6.060
2510633391,2026-09-01 00:00:00,100,220.180,169.800,50.280,0.090,3.060,0.000,1.780
2510633395,2026-09-01 00:00:00,40,1300.980,732.580,283.550,284.840,61.340,0.000,39.160
2510633396,2026-09-01 00:00:00,400,818.340,553.560,194.080,70.690,184.490,0.000,0.160
2510633397,2026-09-01 00:00:00,240,492.990,318.260,146.340,28.380,181.200,0.000,16.430
2510633399,2026-09-01 00:00:00,600,1021.230,586.490,219.350,215.380,52.950,0.000,56.620
2510633400,2026-09-01 00:00:00,800,602.490,367.500,133.310,101.670,103.540,0.000,28.000
