METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-25 00:00:00,8800,957.430,539.997,198.462,218.970,128.813,8.999,180.553
2410121326,2026-09-25 00:00:00,200,1606.120,1035.730,451.000,119.390,379.400,0.000,5.470
2410121353,2026-09-25 00:00:00,120,729.100,505.980,198.730,24.370,162.470,0.000,15.510
2410121371,2026-09-25 00:00:00,120,610.980,379.260,134.400,97.310,72.330,0.000,29.660
2410121424,2026-09-25 00:00:00,120,48.460,29.780,11.270,7.410,1.600,0.000,18.030
2410121440,2026-09-25 00:00:00,120,22.880,15.300,4.480,3.090,2.830,0.000,6.130
2410121454,2026-09-25 00:00:00,160,2068.900,1306.890,446.290,315.710,337.170,0.000,76.690
2410121457,2026-09-25 00:00:00,120,1904.620,1210.850,528.680,165.080,361.850,0.000,42.560
2410121574,2026-09-25 00:00:00,120,4941.120,3565.810,1149.970,225.330,427.770,0.000,382.250
2410131378,2026-09-25 00:00:00,200,1874.980,1207.040,522.340,145.590,411.710,0.000,9.750
2410131383,2026-09-25 00:00:00,400,1071.980,710.170,229.090,132.710,48.480,0.000,65.790
2410131384,2026-09-25 00:00:00,200,9872.110,5600.910,1987.770,2283.410,2060.390,0.000,4.900
2410131387,2026-09-25 00:00:00,600,555.820,347.960,132.640,75.210,58.690,0.000,59.100
2410320615,2026-09-25 00:00:00,700,15641.460,9591.960,3816.380,2233.120,3867.810,0.000,51.460
2410883988,2026-09-25 00:00:00,100,37.510,19.250,5.610,12.640,3.540,0.000,2.210
2410883990,2026-09-25 00:00:00,60,3001.200,1721.520,640.430,639.240,889.230,0.000,38.540
2410883991,2026-09-25 00:00:00,100,2747.960,1653.980,618.780,475.190,257.430,0.260,74.300
2410883993,2026-09-25 00:00:00,60,3178.930,1538.310,602.540,1038.070,126.620,0.000,341.500
2410883994,2026-09-25 00:00:00,320,108.420,48.680,21.620,38.110,3.450,0.000,6.880
2410932742,2026-09-25 00:00:00,240,20077.189,11682.690,3730.490,4663.990,5098.490,0.000,5.960
2411087432,2026-09-25 00:00:00,40,3735.560,2317.470,1073.210,344.870,750.310,0.000,31.170
2411087433,2026-09-25 00:00:00,500,870.140,513.890,189.630,166.610,22.780,0.000,779.760
2411290205,2026-09-25 00:00:00,240,9726.920,6541.920,2851.250,333.750,3448.190,0.000,59.550
2510014481,2026-09-25 00:00:00,80,15503.780,9034.720,2988.470,3480.570,5828.060,0.000,5.520
2510014482,2026-09-25 00:00:00,40,1306.440,910.270,359.170,36.990,85.320,0.000,63.820
2510014483,2026-09-25 00:00:00,300,233.110,134.390,52.000,46.720,0.000,0.000,188.020
2510014484,2026-09-25 00:00:00,160,9524.080,5399.140,2107.600,2017.330,1553.830,0.000,21.600
2510178141,2026-09-25 00:00:00,40,677.060,507.400,158.520,11.130,190.180,0.000,47.840
2510203103,2026-09-25 00:00:00,400,1868.270,1112.230,420.060,335.970,66.420,3.610,330.790
2510203104,2026-09-25 00:00:00,120,3068.540,1843.900,719.790,504.850,466.630,0.000,69.190
2510203105,2026-09-25 00:00:00,100,2469.030,1716.980,697.790,54.260,579.940,0.000,70.740
2510203106,2026-09-25 00:00:00,100,100.260,46.540,16.890,36.810,0.440,0.000,37.500
2510203107,2026-09-25 00:00:00,600,689.470,435.100,187.640,66.720,201.900,0.000,12.620
2510203108,2026-09-25 00:00:00,80,4056.700,2286.490,901.620,868.580,633.440,0.000,36.690
2510203109,2026-09-25 00:00:00,160,1548.050,970.960,477.300,99.780,464.100,0.000,87.200
2510203111,2026-09-25 00:00:00,40,3978.450,2511.320,985.530,481.590,1085.500,0.000,12.800
2510203114,2026-09-25 00:00:00,120,1936.600,1216.100,478.630,241.860,391.000,0.000,33.730
2510203117,2026-09-25 00:00:00,80,1673.250,892.240,362.890,418.100,285.730,0.000,167.120
2510203118,2026-09-25 00:00:00,640,199.300,115.290,44.940,39.060,26.990,0.010,116.420
2510203119,2026-09-25 00:00:00,40,480.840,323.310,123.490,34.030,180.180,0.000,14.800
2510203120,2026-09-25 00:00:00,160,4381.330,2690.620,965.790,724.910,1018.850,0.000,14.900
2510203121,2026-09-25 00:00:00,100,1306.470,766.890,306.240,233.330,71.970,0.000,108.200
2510203122,2026-09-25 00:00:00,40,952.330,604.050,298.730,49.540,696.250,0.000,0.710
2510203123,2026-09-25 00:00:00,40,2694.450,1776.240,736.600,181.590,856.820,0.000,11.860
2510203124,2026-09-25 00:00:00,800,1206.270,854.520,290.950,60.800,341.310,0.000,0.360
2510203126,2026-09-25 00:00:00,100,17.450,8.080,2.520,6.840,0.460,0.000,1.370
2510203127,2026-09-25 00:00:00,40,1302.730,850.680,347.600,104.440,378.480,0.000,49.340
2510203128,2026-09-25 00:00:00,500,8066.270,4234.290,1422.270,2409.710,376.640,0.000,112.600
2510203129,2026-09-25 00:00:00,80,7.320,3.840,1.390,2.080,0.000,0.000,1.750
