METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2410121326,2026-09-11 00:00:00,200,1523.450,983.610,427.440,112.390,357.520,0.000,5.430
2410121353,2026-09-11 00:00:00,120,671.100,467.780,181.430,21.880,144.760,0.000,15.150
2410121424,2026-09-11 00:00:00,120,47.010,28.970,10.990,7.040,1.600,0.000,17.080
2410121440,2026-09-11 00:00:00,120,18.210,11.920,3.600,2.680,2.280,0.000,5.280
2410121454,2026-09-11 00:00:00,160,2002.320,1262.360,432.180,307.770,324.470,0.000,76.290
2410121574,2026-09-11 00:00:00,120,4780.950,3450.370,1111.360,219.210,412.480,0.000,374.340
2410131378,2026-09-11 00:00:00,200,1793.980,1152.470,496.930,144.570,395.140,0.000,8.910
2410131383,2026-09-11 00:00:00,400,1041.440,689.690,222.540,129.210,46.820,0.000,65.110
2410131384,2026-09-11 00:00:00,200,9686.140,5496.520,1947.970,2241.650,2022.940,0.000,4.900
2410131387,2026-09-11 00:00:00,600,528.190,330.410,125.670,72.090,54.250,0.000,57.930
2410320615,2026-09-11 00:00:00,700,15109.990,9258.860,3688.890,2162.230,3734.980,0.000,51.450
2410883988,2026-09-11 00:00:00,100,33.470,17.000,4.990,11.480,3.340,0.000,1.950
2410883990,2026-09-11 00:00:00,60,2990.100,1714.750,638.220,637.120,887.850,0.000,38.500
2410883991,2026-09-11 00:00:00,100,2704.000,1627.620,607.620,468.750,253.960,0.260,73.680
2410883993,2026-09-11 00:00:00,60,2986.450,1435.730,566.930,983.790,102.870,0.000,333.610
2410883994,2026-09-11 00:00:00,320,103.260,45.980,20.570,36.700,3.450,0.000,5.610
2410932742,2026-09-11 00:00:00,240,19465.740,11329.480,3617.760,4518.490,4925.060,0.000,5.960
2411087432,2026-09-11 00:00:00,40,3570.170,2220.410,1020.970,328.790,722.600,0.000,30.410
2411087433,2026-09-11 00:00:00,500,749.420,444.620,164.390,140.400,19.880,0.000,774.610
2411290205,2026-09-11 00:00:00,240,9373.990,6309.160,2738.920,325.900,3320.260,0.000,59.270
2510014481,2026-09-11 00:00:00,80,15068.050,8784.330,2904.390,3379.330,5657.580,0.000,5.520
2510014483,2026-09-11 00:00:00,300,221.610,127.540,49.460,44.600,0.000,0.000,180.580
2510014484,2026-09-11 00:00:00,160,9213.780,5225.220,2040.070,1948.470,1447.690,0.000,21.190
2510178139,2026-09-11 00:00:00,300,770.580,449.290,165.240,156.040,160.700,0.000,14.140
2510178141,2026-09-11 00:00:00,40,629.640,471.220,147.820,10.600,175.870,0.000,45.950
2510203103,2026-09-11 00:00:00,400,1829.310,1087.000,412.220,330.090,55.150,0.110,326.340
2510203104,2026-09-11 00:00:00,120,2934.810,1762.690,688.250,483.850,433.950,0.000,69.180
2510203105,2026-09-11 00:00:00,100,2329.520,1620.400,657.120,51.990,549.100,0.000,69.490
2510203106,2026-09-11 00:00:00,100,96.850,44.780,16.300,35.760,0.400,0.000,36.270
2510203107,2026-09-11 00:00:00,600,543.420,343.860,147.210,52.340,156.530,0.000,12.170
2510203108,2026-09-11 00:00:00,80,3820.040,2150.510,845.370,824.150,605.710,0.000,36.660
2510203109,2026-09-11 00:00:00,160,1467.410,921.850,448.590,96.960,446.660,0.000,86.660
2510203111,2026-09-11 00:00:00,40,3835.770,2413.320,941.520,480.910,1049.800,0.000,12.350
2510203113,2026-09-11 00:00:00,160,4208.080,2678.490,1012.730,516.850,243.970,0.000,109.530
2510203114,2026-09-11 00:00:00,120,1831.690,1151.220,452.480,227.970,366.310,0.000,32.810
2510203117,2026-09-11 00:00:00,80,1623.180,864.480,353.260,405.430,274.990,0.000,160.050
2510203118,2026-09-11 00:00:00,640,182.850,106.030,41.350,35.460,26.990,0.010,107.030
2510203119,2026-09-11 00:00:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203120,2026-09-11 00:00:00,160,4156.110,2552.250,918.690,685.160,954.160,0.000,14.900
2510203121,2026-09-11 00:00:00,100,1265.560,741.690,296.670,227.190,70.130,0.000,104.550
2510203122,2026-09-11 00:00:00,40,910.970,577.580,285.680,47.690,667.180,0.000,0.690
2510203123,2026-09-11 00:00:00,40,2585.630,1700.540,704.040,181.040,820.230,0.000,11.280
2510203124,2026-09-11 00:00:00,800,1128.130,798.440,273.670,56.010,316.850,0.000,0.320
2510203126,2026-09-11 00:00:00,100,13.470,5.860,1.900,5.700,0.270,0.000,1.090
2510203127,2026-09-11 00:00:00,40,1171.240,765.960,314.690,90.570,329.140,0.000,48.870
2510203128,2026-09-11 00:00:00,500,7671.660,4026.260,1352.000,2293.400,346.780,0.000,112.300
2510203129,2026-09-11 00:00:00,80,4.460,2.340,0.850,1.260,0.000,0.000,0.770
2510203130,2026-09-11 00:00:00,120,22.490,15.450,4.930,2.100,8.180,0.000,0.310
2510203133,2026-09-11 00:00:00,40,652.510,444.160,164.490,43.850,111.110,0.000,46.890
2510203134,2026-09-11 00:00:00,200,139.460,81.630,32.310,25.520,6.060,0.000,32.800
2510224049,2026-09-11 00:00:00,1,52434.031,20415.631,10757.930,21260.461,118.550,0.000,8709.340
2510224167,2026-09-11 00:00:00,1,19753.881,8590.470,3789.170,7374.230,632.340,0.000,5399.150
2510317505,2026-09-11 00:00:00,1,14449.100,6330.160,3050.910,5068.020,0.740,0.000,4252.660
2510317537,2026-09-11 00:00:00,1,11313.350,6498.590,2139.120,2675.630,218.560,1427.680,2069.610
2510389559,2026-09-11 00:00:00,1,36.870,20.630,14.320,1.910,30.680,0.000,5.910
2510389643,2026-09-11 00:00:00,1,41947.520,15010.030,7490.000,19447.480,22.500,0.000,3921.650
2510389931,2026-09-11 00:00:00,1,30190.859,11528.310,6375.060,12287.480,0.080,0.000,4150.990
2510633381,2026-09-11 00:00:00,320,210.110,130.710,47.270,32.110,6.220,0.000,42.650
2510633383,2026-09-11 00:00:00,40,1639.670,1229.580,378.320,31.760,50.930,0.000,299.670
2510633385,2026-09-11 00:00:00,60,1173.270,551.710,233.330,388.230,46.430,0.000,90.450
2510633386,2026-09-11 00:00:00,500,454.500,259.340,98.210,96.940,30.900,0.000,2545.070
2510633387,2026-09-11 00:00:00,40,21.820,14.590,5.300,1.920,0.680,0.000,2.990
2510633389,2026-09-11 00:00:00,500,350.940,238.710,85.110,27.110,56.040,0.000,95.730
2510633390,2026-09-11 00:00:00,80,1860.240,1122.070,421.590,316.580,482.280,0.000,6.350
2510633391,2026-09-11 00:00:00,100,233.810,180.420,53.290,0.100,3.250,0.000,1.840
2510633396,2026-09-11 00:00:00,400,853.480,579.300,201.970,72.200,189.310,0.000,0.170
2510633397,2026-09-11 00:00:00,240,523.100,336.330,156.660,30.100,194.760,0.000,17.250
2510633399,2026-09-11 00:00:00,600,1082.110,621.250,232.610,228.250,55.800,0.000,56.860
2510633400,2026-09-11 00:00:00,800,660.240,402.700,148.810,108.720,123.240,0.000,28.000
2510633402,2026-09-11 00:00:00,300,455.380,275.970,97.610,81.790,108.620,0.000,10.400
2510633406,2026-09-11 00:00:00,60,340.210,151.340,64.840,124.020,13.880,0.000,93.630
2510814977,2026-09-11 00:00:00,400,50.150,31.020,11.850,7.270,1.580,0.000,9.990
