METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-08 00:00:00,8800,883.356,497.222,182.145,203.988,115.361,8.999,180.509
2410121326,2026-09-08 00:00:00,200,1500.850,969.330,420.590,110.930,352.130,0.000,5.430
2410121353,2026-09-08 00:00:00,120,660.230,460.240,178.340,21.640,142.040,0.000,15.060
2410121424,2026-09-08 00:00:00,120,46.660,28.770,10.920,6.950,1.600,0.000,16.860
2410121440,2026-09-08 00:00:00,120,16.890,11.010,3.270,2.590,2.010,0.000,5.120
2410121454,2026-09-08 00:00:00,160,1982.790,1248.780,427.950,306.060,320.300,0.000,76.290
2410121457,2026-09-08 00:00:00,120,1464.120,955.770,416.440,91.890,258.400,0.000,42.320
2410121574,2026-09-08 00:00:00,120,4733.740,3416.730,1100.090,216.910,407.570,0.000,372.960
2410131383,2026-09-08 00:00:00,400,1032.630,683.860,220.650,128.110,46.160,0.000,64.960
2410131387,2026-09-08 00:00:00,600,521.960,326.360,124.150,71.430,53.250,0.000,57.680
2410320615,2026-09-08 00:00:00,700,14971.250,9170.880,3656.180,2144.180,3697.670,0.000,51.450
2410883988,2026-09-08 00:00:00,100,32.830,16.730,4.870,11.230,3.320,0.000,1.930
2410883990,2026-09-08 00:00:00,60,2987.520,1713.350,637.570,636.590,887.490,0.000,38.500
2410883991,2026-09-08 00:00:00,100,2695.510,1622.850,605.400,467.250,253.030,0.260,73.500
2410883993,2026-09-08 00:00:00,60,2946.240,1414.840,558.220,973.170,99.840,0.000,331.560
2410883994,2026-09-08 00:00:00,320,102.240,45.510,20.340,36.380,3.440,0.000,5.430
2410932742,2026-09-08 00:00:00,240,19317.740,11248.670,3586.420,4482.640,4883.970,0.000,5.960
2411087432,2026-09-08 00:00:00,40,3520.750,2192.050,1005.590,323.110,715.180,0.000,30.310
2411087433,2026-09-08 00:00:00,500,727.670,432.380,158.950,136.320,18.750,0.000,773.730
2411290205,2026-09-08 00:00:00,240,9295.290,6261.340,2709.890,324.050,3290.110,0.000,59.250
