METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2410121326,2026-09-18 00:00:00,200,1558.450,1005.600,437.260,115.580,367.320,0.000,5.450
2410121353,2026-09-18 00:00:00,120,702.580,486.860,191.960,23.750,154.710,0.000,15.310
2410121371,2026-09-18 00:00:00,120,593.820,368.530,131.150,94.130,71.140,0.000,29.500
2410121424,2026-09-18 00:00:00,120,47.640,29.300,11.120,7.210,1.600,0.000,17.490
2410121440,2026-09-18 00:00:00,120,20.210,13.200,4.110,2.890,2.350,0.000,5.740
2410121454,2026-09-18 00:00:00,160,2035.790,1284.140,439.570,312.070,330.920,0.000,76.290
2410121457,2026-09-18 00:00:00,120,1699.880,1093.800,484.180,121.890,313.190,0.000,42.560
2410121574,2026-09-18 00:00:00,120,4850.160,3500.230,1128.120,221.800,419.040,0.000,378.200
2410131378,2026-09-18 00:00:00,200,1831.430,1178.050,508.300,145.070,402.530,0.000,9.290
2410131383,2026-09-18 00:00:00,400,1055.220,698.890,225.380,130.940,47.490,0.000,65.470
2410131387,2026-09-18 00:00:00,600,541.420,338.820,128.960,73.630,56.150,0.000,58.440
2410320615,2026-09-18 00:00:00,700,15367.590,9418.820,3750.820,2197.940,3798.030,0.000,51.450
2410883988,2026-09-18 00:00:00,100,35.130,17.810,5.270,12.040,3.370,0.000,2.070
2410883990,2026-09-18 00:00:00,60,2993.270,1716.610,638.830,637.820,888.410,0.000,38.520
2410883991,2026-09-18 00:00:00,100,2719.670,1636.860,611.640,471.160,255.480,0.260,74.050
2410883993,2026-09-18 00:00:00,60,3083.440,1486.080,585.520,1011.830,118.630,0.000,336.800
2410883994,2026-09-18 00:00:00,320,105.590,47.160,21.020,37.400,3.450,0.000,6.270
2410932742,2026-09-18 00:00:00,240,19771.721,11505.590,3673.730,4592.390,5008.590,0.000,5.960
2411087432,2026-09-18 00:00:00,40,3629.730,2254.740,1039.920,335.060,733.090,0.000,30.790
2411087433,2026-09-18 00:00:00,500,807.040,477.220,176.340,153.470,20.740,0.000,777.270
2411290205,2026-09-18 00:00:00,240,9577.180,6439.720,2807.650,329.810,3395.140,0.000,59.390
2510014481,2026-09-18 00:00:00,80,15274.200,8904.260,2943.490,3426.440,5741.440,0.000,5.520
2510014482,2026-09-18 00:00:00,40,1282.850,893.430,352.980,36.420,84.420,0.000,62.520
2510014483,2026-09-18 00:00:00,300,226.740,130.560,50.520,45.650,0.000,0.000,184.310
2510178139,2026-09-18 00:00:00,300,805.890,468.460,171.940,165.480,172.970,0.000,14.140
2510178141,2026-09-18 00:00:00,40,653.620,489.260,153.420,10.920,183.020,0.000,46.790
2510203103,2026-09-18 00:00:00,400,1853.130,1103.200,417.080,332.840,59.460,0.950,329.120
2510203104,2026-09-18 00:00:00,120,2998.340,1800.990,702.920,494.410,448.300,0.000,69.190
2510203105,2026-09-18 00:00:00,100,2403.460,1671.200,679.240,53.020,565.580,0.000,70.260
2510203106,2026-09-18 00:00:00,100,98.240,45.460,16.560,36.210,0.410,0.000,36.870
2510203108,2026-09-18 00:00:00,80,3920.650,2206.540,870.210,843.900,617.570,0.000,36.690
2510203109,2026-09-18 00:00:00,160,1504.430,944.360,461.750,98.320,455.230,0.000,87.150
2510203111,2026-09-18 00:00:00,40,3905.030,2462.810,960.960,481.250,1066.690,0.000,12.570
2510203112,2026-09-18 00:00:00,600,64.440,44.030,15.930,4.480,24.490,0.000,0.000
2510203113,2026-09-18 00:00:00,160,4363.830,2777.020,1056.060,530.740,256.590,0.000,111.220
2510203114,2026-09-18 00:00:00,120,1881.340,1181.670,464.580,235.070,376.840,0.000,33.400
2510203117,2026-09-18 00:00:00,80,1646.850,877.680,357.770,411.400,280.020,0.000,163.560
2510203118,2026-09-18 00:00:00,640,191.310,110.690,43.110,37.490,26.990,0.010,111.290
2510203119,2026-09-18 00:00:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203120,2026-09-18 00:00:00,160,4260.530,2615.400,940.860,704.250,986.060,0.000,14.900
2510203121,2026-09-18 00:00:00,100,1286.470,754.700,301.880,229.870,71.190,0.000,106.410
2510203122,2026-09-18 00:00:00,40,929.240,589.010,291.710,48.510,680.440,0.000,0.700
2510203123,2026-09-18 00:00:00,40,2635.430,1736.580,717.520,181.320,836.830,0.000,11.570
2510203124,2026-09-18 00:00:00,800,1162.010,824.050,280.710,57.240,326.100,0.000,0.360
2510203127,2026-09-18 00:00:00,40,1232.540,804.660,330.000,97.870,352.710,0.000,49.020
2510203128,2026-09-18 00:00:00,500,7866.440,4128.340,1387.370,2350.710,362.080,0.000,112.440
2510203129,2026-09-18 00:00:00,80,5.950,3.120,1.140,1.680,0.000,0.000,1.180
2510203130,2026-09-18 00:00:00,120,28.780,20.160,6.280,2.320,8.710,0.000,0.440
2510203134,2026-09-18 00:00:00,200,140.780,82.390,32.540,25.850,6.060,0.000,33.140
2510224049,2026-09-18 00:00:00,1,53086.520,20687.711,10867.130,21531.670,118.580,0.000,8887.880
2510224167,2026-09-18 00:00:00,1,20460.131,8978.350,3994.280,7487.490,789.220,0.000,5563.950
2510317505,2026-09-18 00:00:00,1,14920.360,6542.600,3158.650,5219.100,0.740,0.000,4425.920
2510317537,2026-09-18 00:00:00,1,11613.350,6669.050,2195.910,2748.390,218.560,1427.680,2114.340
2510389559,2026-09-18 00:00:00,1,36.870,20.630,14.320,1.910,30.680,0.000,5.910
2510389643,2026-09-18 00:00:00,1,42743.961,15307.740,7648.420,19787.801,22.560,0.000,4029.240
2510389931,2026-09-18 00:00:00,1,30862.811,11797.320,6522.190,12543.290,0.150,0.000,4241.430
2510633381,2026-09-18 00:00:00,320,218.280,135.810,49.150,33.300,6.260,0.000,44.270
2510633383,2026-09-18 00:00:00,40,1694.900,1270.070,391.070,33.750,51.870,0.000,305.800
2510633385,2026-09-18 00:00:00,60,1201.140,564.990,239.430,396.710,47.160,0.000,93.320
2510633386,2026-09-18 00:00:00,500,475.010,270.760,102.550,101.690,30.900,0.000,2663.610
2510633387,2026-09-18 00:00:00,40,23.800,15.980,5.730,2.070,0.760,0.000,3.210
2510633389,2026-09-18 00:00:00,500,448.540,303.810,107.210,37.510,79.480,0.000,99.370
2510633390,2026-09-18 00:00:00,80,2046.700,1228.430,457.520,360.740,529.610,0.000,6.350
2510633391,2026-09-18 00:00:00,100,244.240,188.540,55.590,0.100,3.310,0.000,1.910
2510633395,2026-09-18 00:00:00,40,1300.980,732.580,283.550,284.840,61.340,0.000,39.160
2510633396,2026-09-18 00:00:00,400,879.990,598.320,207.890,73.770,195.090,0.000,0.170
2510633397,2026-09-18 00:00:00,240,547.020,350.580,165.020,31.410,206.240,0.000,17.700
2510633399,2026-09-18 00:00:00,600,1129.140,648.760,242.860,237.520,57.570,0.000,56.970
2510633402,2026-09-18 00:00:00,300,528.360,319.130,112.220,97.010,129.270,0.000,10.400
2510633406,2026-09-18 00:00:00,60,353.920,159.400,68.580,125.940,17.360,0.000,96.530
2510633411,2026-09-18 00:00:00,800,4629.460,2640.870,969.600,1018.980,1642.130,0.000,29.340
2510814977,2026-09-18 00:00:00,400,51.430,31.750,12.180,7.490,1.840,0.000,10.340
2610026950,2026-09-18 00:00:00,600,13.630,8.690,3.150,1.780,1.220,0.000,3.020
2610026952,2026-09-18 00:00:00,200,3482.270,2272.330,1012.120,197.810,1748.700,0.000,9.750
2610026953,2026-09-18 00:00:00,700,633.650,374.440,143.840,115.370,179.890,0.000,0.670
2610026963,2026-09-18 00:00:00,200,369.530,191.500,90.470,87.550,23.610,2.230,92.120
2610026966,2026-09-18 00:00:00,240,939.760,674.190,233.380,32.180,195.970,0.000,0.000
2610026976,2026-09-18 00:00:00,60,1433.320,933.100,320.840,179.370,141.240,0.000,26.330
2610026977,2026-09-18 00:00:00,30,617.380,257.860,96.760,262.760,105.660,0.000,27.930
2610126270,2026-09-18 00:00:00,400,25.330,16.060,6.030,3.240,0.800,0.000,7.480
