METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-07 00:00:00,8800,879.306,494.998,181.161,203.147,114.729,8.999,180.486
2410121326,2026-09-07 00:00:00,200,1493.990,964.970,418.440,110.570,350.380,0.000,5.430
2410121353,2026-09-07 00:00:00,120,656.050,457.250,177.230,21.560,140.490,0.000,15.030
2410121371,2026-09-07 00:00:00,120,571.530,355.840,126.310,89.370,69.670,0.000,29.160
2410121424,2026-09-07 00:00:00,120,46.460,28.660,10.870,6.930,1.600,0.000,16.780
2410121440,2026-09-07 00:00:00,120,16.470,10.730,3.160,2.560,1.940,0.000,5.060
2410121454,2026-09-07 00:00:00,160,1976.850,1244.680,426.630,305.530,319.470,0.000,76.290
2410121457,2026-09-07 00:00:00,120,1440.450,940.860,408.520,91.060,252.840,0.000,42.310
2410131378,2026-09-07 00:00:00,200,1758.080,1130.020,486.570,141.480,387.270,0.000,8.810
2410131383,2026-09-07 00:00:00,400,1029.740,681.900,219.970,127.860,45.960,0.000,64.910
2410131384,2026-09-07 00:00:00,200,9619.460,5458.630,1932.940,2227.890,2008.760,0.000,4.860
2410131387,2026-09-07 00:00:00,600,520.560,325.490,123.760,71.300,53.220,0.000,57.510
2410320615,2026-09-07 00:00:00,700,14932.260,9145.370,3645.410,2141.470,3686.570,0.000,51.450
2410883988,2026-09-07 00:00:00,100,32.610,16.630,4.830,11.140,3.320,0.000,1.910
2410883990,2026-09-07 00:00:00,60,2986.510,1712.750,637.320,636.430,887.310,0.000,38.500
2410883991,2026-09-07 00:00:00,100,2692.580,1621.140,604.670,466.770,252.630,0.260,73.420
2410883993,2026-09-07 00:00:00,60,2931.330,1406.990,554.820,969.510,98.820,0.000,330.730
2410883994,2026-09-07 00:00:00,320,102.000,45.420,20.280,36.290,3.440,0.000,5.410
2410932742,2026-09-07 00:00:00,240,19267.670,11221.380,3575.780,4470.500,4870.100,0.000,5.960
2411087432,2026-09-07 00:00:00,40,3506.220,2183.420,1000.490,322.290,712.760,0.000,30.290
2411087433,2026-09-07 00:00:00,500,721.820,429.040,157.500,135.270,18.290,0.000,773.420
2411290205,2026-09-07 00:00:00,240,9267.890,6244.360,2700.080,323.430,3280.830,0.000,59.250
