METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2310396107,2026-09-20 00:00:00,160,1230.370,905.470,151.270,173.620,341.940,0.000,24.300
2410121326,2026-09-20 00:00:00,200,1570.970,1013.370,440.540,117.050,371.270,0.000,5.450
2410121353,2026-09-20 00:00:00,120,710.170,492.170,194.080,23.910,157.140,0.000,15.360
2410121371,2026-09-20 00:00:00,120,598.650,371.150,132.190,95.300,71.360,0.000,29.540
2410121424,2026-09-20 00:00:00,120,47.880,29.430,11.170,7.270,1.600,0.000,17.640
2410121440,2026-09-20 00:00:00,120,20.920,13.740,4.220,2.950,2.470,0.000,5.870
2410121454,2026-09-20 00:00:00,160,2043.460,1288.900,441.330,313.220,332.290,0.000,76.290
2410121457,2026-09-20 00:00:00,120,1760.380,1126.760,497.990,135.620,328.640,0.000,42.560
2410121574,2026-09-20 00:00:00,120,4875.830,3518.810,1134.520,222.490,421.600,0.000,379.350
2410131378,2026-09-20 00:00:00,200,1844.230,1186.620,512.390,145.210,405.200,0.000,9.400
2410131383,2026-09-20 00:00:00,400,1059.880,701.980,226.570,131.310,47.710,0.000,65.570
2410131384,2026-09-20 00:00:00,200,9807.110,5563.990,1973.280,2269.830,2044.490,0.000,4.900
2410131387,2026-09-20 00:00:00,600,546.630,342.080,130.300,74.240,57.340,0.000,58.510
2410320615,2026-09-20 00:00:00,700,15454.820,9473.960,3771.540,2209.310,3820.650,0.000,51.450
2410883988,2026-09-20 00:00:00,100,35.730,18.160,5.360,12.200,3.390,0.000,2.120
2410883991,2026-09-20 00:00:00,100,2724.790,1639.860,613.140,471.780,255.940,0.260,74.130
2410883993,2026-09-20 00:00:00,60,3114.240,1502.050,591.860,1020.320,121.940,0.000,337.660
2410883994,2026-09-20 00:00:00,320,106.380,47.550,21.220,37.600,3.450,0.000,6.440
2410932742,2026-09-20 00:00:00,240,19853.650,11549.500,3691.880,4612.270,5032.500,0.000,5.960
2411087432,2026-09-20 00:00:00,40,3653.440,2268.590,1046.510,338.330,738.130,0.000,30.880
2411087433,2026-09-20 00:00:00,500,822.100,485.490,179.970,156.630,21.310,0.000,777.800
2411290205,2026-09-20 00:00:00,240,9632.560,6479.790,2821.920,330.840,3413.900,0.000,59.530
2510014481,2026-09-20 00:00:00,80,15344.070,8942.110,2959.770,3442.170,5765.960,0.000,5.520
2510014482,2026-09-20 00:00:00,40,1288.810,897.780,354.430,36.590,84.510,0.000,63.000
2510014483,2026-09-20 00:00:00,300,228.330,131.460,50.910,45.940,0.000,0.000,185.360
2510014484,2026-09-20 00:00:00,160,9410.800,5335.020,2082.880,1992.890,1519.510,0.000,21.390
2510178139,2026-09-20 00:00:00,300,821.890,477.090,175.350,169.450,178.660,0.000,14.140
2510178141,2026-09-20 00:00:00,40,657.460,492.150,154.330,10.980,183.110,0.000,47.120
