METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-19 00:00:00,8800,930.967,524.672,192.879,213.416,123.939,8.999,180.515
2410121326,2026-09-19 00:00:00,200,1565.180,1009.640,439.150,116.380,369.420,0.000,5.450
2410121353,2026-09-19 00:00:00,120,707.000,489.840,193.330,23.830,156.200,0.000,15.340
2410121371,2026-09-19 00:00:00,120,595.950,369.620,131.610,94.710,71.170,0.000,29.530
2410121424,2026-09-19 00:00:00,120,47.760,29.370,11.140,7.240,1.600,0.000,17.570
2410121440,2026-09-19 00:00:00,120,20.580,13.470,4.180,2.920,2.440,0.000,5.810
2410121454,2026-09-19 00:00:00,160,2041.530,1287.950,440.940,312.640,331.810,0.000,76.290
2410121457,2026-09-19 00:00:00,120,1729.310,1109.350,490.860,129.090,321.720,0.000,42.560
2410121574,2026-09-19 00:00:00,120,4863.380,3509.740,1131.520,222.110,420.360,0.000,378.810
2410131378,2026-09-19 00:00:00,200,1838.580,1182.620,510.810,145.140,404.110,0.000,9.340
2410131383,2026-09-19 00:00:00,400,1057.480,700.380,225.970,131.120,47.670,0.000,65.520
2410131384,2026-09-19 00:00:00,200,9796.770,5558.210,1971.600,2266.960,2042.370,0.000,4.900
2410131387,2026-09-19 00:00:00,600,543.710,340.170,129.590,73.950,56.580,0.000,58.440
2410320615,2026-09-19 00:00:00,700,15410.820,9446.210,3760.950,2203.640,3809.180,0.000,51.450
2410883988,2026-09-19 00:00:00,100,35.430,17.990,5.310,12.120,3.380,0.000,2.100
2410883990,2026-09-19 00:00:00,60,2993.980,1717.020,639.050,637.900,888.470,0.000,38.520
2410883991,2026-09-19 00:00:00,100,2722.110,1638.280,612.380,471.440,255.780,0.260,74.100
2410883993,2026-09-19 00:00:00,60,3099.750,1494.750,589.040,1015.950,120.510,0.000,337.160
2410883994,2026-09-19 00:00:00,320,105.960,47.350,21.120,37.480,3.450,0.000,6.350
2410932742,2026-09-19 00:00:00,240,19812.930,11527.490,3683.250,4602.180,5020.270,0.000,5.960
2411087432,2026-09-19 00:00:00,40,3642.800,2262.010,1043.780,337.010,735.880,0.000,30.820
2411087433,2026-09-19 00:00:00,500,814.430,481.340,177.940,155.140,20.920,0.000,777.660
2411290205,2026-09-19 00:00:00,240,9604.870,6458.970,2815.570,330.320,3404.690,0.000,59.460
2510014481,2026-09-19 00:00:00,80,15307.230,8921.790,2951.770,3433.650,5752.130,0.000,5.520
2510014482,2026-09-19 00:00:00,40,1285.610,895.450,353.640,36.510,84.460,0.000,62.750
2510014483,2026-09-19 00:00:00,300,227.590,131.050,50.730,45.800,0.000,0.000,184.850
2510014484,2026-09-19 00:00:00,160,9387.060,5321.370,2077.640,1988.040,1511.110,0.000,21.380
2510178141,2026-09-19 00:00:00,40,657.310,492.060,154.290,10.950,183.110,0.000,46.920
2510203103,2026-09-19 00:00:00,400,1854.930,1104.200,417.510,333.200,60.450,3.490,329.380
2510203104,2026-09-19 00:00:00,120,3008.770,1807.350,705.510,495.900,451.240,0.000,69.190
2510203105,2026-09-19 00:00:00,100,2415.160,1678.710,683.200,53.240,568.550,0.000,70.310
2510203106,2026-09-19 00:00:00,100,98.420,45.540,16.590,36.270,0.410,0.000,36.950
2510203108,2026-09-19 00:00:00,80,3938.970,2216.670,875.380,846.910,619.250,0.000,36.690
2510203109,2026-09-19 00:00:00,160,1511.820,948.720,464.550,98.540,456.670,0.000,87.150
2510203111,2026-09-19 00:00:00,40,3918.260,2471.190,965.760,481.300,1069.970,0.000,12.600
2510203113,2026-09-19 00:00:00,160,4393.670,2795.910,1064.900,532.850,260.050,0.000,111.220
2510203114,2026-09-19 00:00:00,120,1889.730,1186.930,466.740,236.050,379.020,0.000,33.400
2510203117,2026-09-19 00:00:00,80,1650.340,879.530,358.540,412.260,280.960,0.000,164.060
2510203118,2026-09-19 00:00:00,640,192.660,111.420,43.410,37.820,26.990,0.010,111.710
2510203119,2026-09-19 00:00:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203121,2026-09-19 00:00:00,100,1289.180,756.310,302.420,230.440,71.310,0.000,106.660
2510203122,2026-09-19 00:00:00,40,933.100,591.430,293.030,48.620,683.090,0.000,0.700
2510203123,2026-09-19 00:00:00,40,2646.180,1743.480,721.330,181.360,840.570,0.000,11.610
2510203124,2026-09-19 00:00:00,800,1168.180,828.180,282.330,57.670,327.870,0.000,0.360
2510203126,2026-09-19 00:00:00,100,15.400,6.840,2.220,6.330,0.300,0.000,1.240
2510203127,2026-09-19 00:00:00,40,1244.160,811.550,333.040,99.560,357.510,0.000,49.020
2510203128,2026-09-19 00:00:00,500,7896.680,4143.630,1393.490,2359.560,365.700,0.000,112.440
2510203129,2026-09-19 00:00:00,80,6.130,3.210,1.170,1.740,0.000,0.000,1.270
2510203130,2026-09-19 00:00:00,120,29.110,20.360,6.390,2.350,8.760,0.000,0.460
2510203133,2026-09-19 00:00:00,40,664.140,452.640,167.080,44.410,113.270,0.000,47.380
2510203134,2026-09-19 00:00:00,200,140.970,82.490,32.580,25.890,6.060,0.000,33.190
2510224049,2026-09-19 00:00:00,1,53185.969,20726.830,10886.560,21572.570,118.590,0.000,8913.990
2510224167,2026-09-19 00:00:00,1,20514.711,9003.200,4007.780,7503.720,789.220,0.000,5588.790
2510317505,2026-09-19 00:00:00,1,14981.740,6570.240,3177.130,5234.360,0.740,0.000,4449.860
2510317537,2026-09-19 00:00:00,1,11657.810,6693.100,2205.710,2759.000,218.560,1427.680,2120.960
2510389643,2026-09-19 00:00:00,1,42859.289,15347.450,7675.230,19836.619,22.560,0.000,4044.530
2510389931,2026-09-19 00:00:00,1,30954.801,11828.860,6545.890,12580.040,0.150,0.000,4253.870
2510633381,2026-09-19 00:00:00,320,219.060,136.250,49.330,33.470,6.260,0.000,44.540
2510633383,2026-09-19 00:00:00,40,1705.900,1278.380,393.650,33.860,52.190,0.000,306.670
2510633385,2026-09-19 00:00:00,60,1205.630,567.220,240.450,397.940,47.410,0.000,93.710
2510633386,2026-09-19 00:00:00,500,478.390,272.640,103.310,102.420,30.900,0.000,2680.100
2510633387,2026-09-19 00:00:00,40,24.180,16.240,5.840,2.090,0.770,0.000,3.250
2510633389,2026-09-19 00:00:00,500,461.370,312.020,110.340,39.000,82.870,0.000,99.950
2510633390,2026-09-19 00:00:00,80,2064.280,1238.350,460.800,365.120,534.280,0.000,6.350
2510633391,2026-09-19 00:00:00,100,246.230,190.090,56.030,0.100,3.330,0.000,1.920
2510633395,2026-09-19 00:00:00,40,1300.980,732.580,283.550,284.840,61.340,0.000,39.160
2510633396,2026-09-19 00:00:00,400,887.270,602.870,209.770,74.620,197.640,0.000,0.170
2510633397,2026-09-19 00:00:00,240,552.040,353.440,167.030,31.560,208.380,0.000,17.760
2510633399,2026-09-19 00:00:00,600,1136.100,652.640,244.650,238.800,57.760,0.000,56.980
2510633400,2026-09-19 00:00:00,800,731.200,445.850,169.240,116.100,152.190,0.000,28.000
2510633402,2026-09-19 00:00:00,300,538.530,324.700,114.660,99.160,132.050,0.000,10.400
