METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2246006313,2026-09-03 00:00:00,8800,867.383,487.563,179.007,200.813,113.314,8.999,179.830
2410121326,2026-09-03 00:00:00,200,1470.590,949.520,411.960,109.100,344.450,0.000,5.420
2410121424,2026-09-03 00:00:00,120,46.000,28.390,10.790,6.810,1.600,0.000,16.470
2410121440,2026-09-03 00:00:00,120,14.900,9.510,2.920,2.450,1.670,0.000,4.840
2410121454,2026-09-03 00:00:00,160,1957.130,1230.870,422.710,303.540,315.950,0.000,76.260
2410121457,2026-09-03 00:00:00,120,1349.750,878.410,386.040,85.290,231.610,0.000,42.220
2410121574,2026-09-03 00:00:00,120,4671.850,3372.520,1085.640,213.690,402.060,0.000,369.940
2410131378,2026-09-03 00:00:00,200,1729.410,1109.730,478.490,141.180,381.140,0.000,8.590
2410131383,2026-09-03 00:00:00,400,1020.170,675.450,217.980,126.740,45.470,0.000,64.720
2410131384,2026-09-03 00:00:00,200,9572.860,5432.060,1923.650,2217.130,1996.410,0.000,4.670
2410131387,2026-09-03 00:00:00,600,515.200,322.080,122.430,70.670,52.920,0.000,57.050
2410320615,2026-09-03 00:00:00,700,14785.190,9053.060,3610.500,2121.630,3647.510,0.000,51.450
2410883988,2026-09-03 00:00:00,100,31.740,16.230,4.710,10.790,3.300,0.000,1.860
2410883990,2026-09-03 00:00:00,60,2982.290,1709.950,636.570,635.750,886.610,0.000,38.500
2410883991,2026-09-03 00:00:00,100,2680.750,1613.530,602.360,464.850,250.750,0.260,73.280
2410883993,2026-09-03 00:00:00,60,2877.270,1375.730,546.430,955.110,95.460,0.000,327.950
2410883994,2026-09-03 00:00:00,320,101.010,44.900,20.130,35.970,3.430,0.000,5.360
2410932742,2026-09-03 00:00:00,240,19076.570,11107.590,3543.370,4425.600,4814.860,0.000,5.960
2411087432,2026-09-03 00:00:00,40,3460.540,2154.840,987.690,317.990,706.150,0.000,30.100
2411087433,2026-09-03 00:00:00,500,700.220,416.000,153.330,130.890,16.330,0.000,772.170
2411290205,2026-09-03 00:00:00,240,9184.690,6188.380,2675.460,320.840,3248.450,0.000,59.220
2510014481,2026-09-03 00:00:00,80,14793.880,8621.380,2850.910,3321.580,5549.760,0.000,5.520
2510014482,2026-09-03 00:00:00,40,1223.690,850.600,337.820,35.260,80.090,0.000,60.420
2510014483,2026-09-03 00:00:00,300,214.060,123.050,47.830,43.170,0.000,0.000,176.540
2510014484,2026-09-03 00:00:00,160,9042.640,5128.160,2002.130,1912.340,1386.850,0.000,21.000
2510178139,2026-09-03 00:00:00,300,725.870,424.670,157.000,144.200,147.650,0.000,14.130
2510178141,2026-09-03 00:00:00,40,596.470,445.700,140.470,10.290,164.870,0.000,44.930
2510203103,2026-09-03 00:00:00,400,1801.680,1069.480,405.910,326.280,46.380,0.010,323.830
2510203104,2026-09-03 00:00:00,120,2846.200,1708.820,666.600,470.770,413.300,0.000,69.180
2510203105,2026-09-03 00:00:00,100,2270.320,1579.600,640.670,50.050,533.820,0.000,68.390
2510203106,2026-09-03 00:00:00,100,94.490,43.710,15.930,34.840,0.400,0.000,35.480
2510203107,2026-09-03 00:00:00,600,426.670,267.700,117.780,41.180,120.540,0.000,11.250
2510203108,2026-09-03 00:00:00,80,3670.050,2060.410,811.810,797.820,588.480,0.000,36.420
2510203109,2026-09-03 00:00:00,160,1415.460,888.220,432.070,95.160,435.150,0.000,83.250
2510203111,2026-09-03 00:00:00,40,3716.530,2334.120,911.820,470.590,1018.250,0.000,12.190
2510203113,2026-09-03 00:00:00,160,4043.600,2569.320,969.290,504.980,227.430,0.000,107.740
2510203114,2026-09-03 00:00:00,120,1762.030,1108.240,434.590,219.190,350.860,0.000,32.340
2510203117,2026-09-03 00:00:00,80,1593.340,847.420,348.260,397.650,268.060,0.000,156.590
2510203118,2026-09-03 00:00:00,640,173.270,100.200,39.400,33.660,26.990,0.010,102.550
2510203119,2026-09-03 00:00:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203120,2026-09-03 00:00:00,160,4021.140,2469.650,889.180,662.300,918.400,0.000,14.900
2510203121,2026-09-03 00:00:00,100,1241.550,727.530,290.190,223.830,68.920,0.000,102.440
2510203122,2026-09-03 00:00:00,40,882.420,559.750,275.850,46.810,646.300,0.000,0.680
2510203123,2026-09-03 00:00:00,40,2506.490,1646.350,682.970,177.160,792.760,0.000,11.030
2510203126,2026-09-03 00:00:00,100,11.770,5.110,1.630,5.020,0.220,0.000,1.000
2510203127,2026-09-03 00:00:00,40,1103.170,719.810,295.680,87.670,307.250,0.000,48.390
2510203128,2026-09-03 00:00:00,500,7445.350,3907.060,1311.100,2227.180,331.550,0.000,112.110
2510203129,2026-09-03 00:00:00,80,2.640,1.390,0.500,0.740,0.000,0.000,0.470
2510203130,2026-09-03 00:00:00,120,19.160,13.140,4.170,1.850,6.800,0.000,0.260
2510203133,2026-09-03 00:00:00,40,634.450,432.400,158.770,43.260,107.120,0.000,46.520
2510203134,2026-09-03 00:00:00,200,137.940,80.750,32.030,25.140,6.060,0.000,32.410
2510224049,2026-09-03 00:00:00,1,51603.879,20041.029,10627.610,20935.230,117.980,0.000,8507.800
2510317505,2026-09-03 00:00:00,1,13914.530,6086.660,2937.110,4890.750,0.740,0.000,4056.880
2510317537,2026-09-03 00:00:00,1,10967.820,6301.770,2072.200,2593.840,218.560,1427.680,2015.790
2510389559,2026-09-03 00:00:00,1,35.990,19.750,14.320,1.910,30.210,0.000,5.910
2510389643,2026-09-03 00:00:00,1,41022.199,14665.250,7301.870,19055.070,22.360,0.000,3797.700
2510389931,2026-09-03 00:00:00,1,29460.779,11253.050,6213.690,11994.030,0.080,0.000,4053.180
2510633381,2026-09-03 00:00:00,320,200.440,124.900,44.800,30.720,6.200,0.000,40.330
2510633383,2026-09-03 00:00:00,40,1552.910,1162.910,359.180,30.810,47.670,0.000,292.110
2510633385,2026-09-03 00:00:00,60,1132.060,530.740,223.910,377.400,43.880,0.000,87.650
2510633386,2026-09-03 00:00:00,500,427.850,243.410,92.740,91.690,30.900,0.000,2411.960
2510633387,2026-09-03 00:00:00,40,18.890,12.490,4.650,1.730,0.580,0.000,2.700
2510633389,2026-09-03 00:00:00,500,276.000,187.960,65.370,22.660,34.960,0.000,89.180
2510633390,2026-09-03 00:00:00,80,1759.080,1063.870,396.780,298.410,458.450,0.000,6.280
2510633391,2026-09-03 00:00:00,100,220.180,169.800,50.280,0.090,3.060,0.000,1.780
2510633395,2026-09-03 00:00:00,40,1300.980,732.580,283.550,284.840,61.340,0.000,39.160
2510633396,2026-09-03 00:00:00,400,819.260,554.070,194.270,70.910,184.540,0.000,0.160
2510633397,2026-09-03 00:00:00,240,494.690,319.010,146.760,28.910,181.200,0.000,16.740
2510633399,2026-09-03 00:00:00,600,1031.310,591.770,221.720,217.800,53.600,0.000,56.620
2510633400,2026-09-03 00:00:00,800,611.450,372.840,135.510,103.090,106.240,0.000,28.000
2510633402,2026-09-03 00:00:00,300,375.030,228.190,81.020,65.820,83.680,0.000,10.400
2510633406,2026-09-03 00:00:00,60,330.530,146.100,62.510,121.900,12.530,0.000,90.230
2510633411,2026-09-03 00:00:00,800,4203.180,2394.630,884.720,923.810,1481.680,0.000,29.340
2510814977,2026-09-03 00:00:00,400,48.850,30.240,11.590,7.010,1.480,0.000,9.530
2610026950,2026-09-03 00:00:00,600,9.380,5.910,2.200,1.270,0.870,0.000,2.670
2610026952,2026-09-03 00:00:00,200,3181.100,2081.410,934.790,164.890,1581.990,0.000,9.470
2610026953,2026-09-03 00:00:00,700,501.600,298.150,114.690,88.750,129.670,0.000,0.670
2610026963,2026-09-03 00:00:00,200,333.230,172.890,80.760,79.570,23.310,2.230,79.110
2610026966,2026-09-03 00:00:00,240,847.930,607.560,210.890,29.470,180.430,0.000,0.000
2610026976,2026-09-03 00:00:00,60,1284.160,837.920,284.820,161.400,131.620,0.000,24.670
2610026977,2026-09-03 00:00:00,30,556.060,232.410,86.010,237.630,94.800,0.000,25.110
2610126270,2026-09-03 00:00:00,400,18.510,11.810,4.520,2.160,0.750,0.000,5.510
2610126451,2026-09-03 00:00:00,300,102.210,67.000,24.890,10.310,54.500,0.000,0.230
2610159557,2026-09-03 00:00:00,600,12.080,6.660,2.610,2.810,0.230,0.000,7.790
2610170786,2026-09-03 00:00:00,500,409.000,233.940,81.410,93.640,76.410,0.000,2.930
2610170837,2026-09-03 00:00:00,240,9.030,5.830,1.990,1.200,1.030,0.000,0.060
2610170838,2026-09-03 00:00:00,240,24.910,15.940,5.490,3.470,2.590,0.000,0.230
2610170840,2026-09-03 00:00:00,40,225.150,126.340,45.090,53.710,47.580,0.000,21.580
2610322967,2026-09-03 00:00:00,500,2.430,1.460,0.600,0.370,0.330,0.000,0.010
2610322969,2026-09-03 00:00:00,100,59.510,40.880,15.050,3.560,4.260,0.000,1.550
2610322997,2026-09-03 00:00:00,400,337.590,198.050,78.520,61.010,123.880,0.000,0.420
2610323001,2026-09-03 00:00:00,160,1143.680,676.110,313.890,153.670,512.880,0.000,0.000
2610323004,2026-09-03 00:00:00,3000,58.130,45.120,7.590,5.410,13.460,0.000,1.510
2610323005,2026-09-03 00:00:00,120,7.090,4.710,1.900,0.470,1.500,0.000,0.120
2610323010,2026-09-03 00:00:00,60,4.980,3.620,0.970,0.390,0.490,0.000,0.940
2610323016,2026-09-03 00:00:00,160,1054.130,585.630,226.700,241.780,480.160,0.000,0.000
2610323019,2026-09-03 00:00:00,80,32.770,20.760,7.230,4.770,2.450,0.000,8.680
2610323024,2026-09-03 00:00:00,160,609.640,417.520,161.530,30.580,206.280,0.000,0.260
2510224167,2026-09-03 00:01:00,1,19220.010,8319.830,3651.030,7249.150,569.730,0.000,5206.850
2510633393,2026-09-03 00:01:00,600,5505.580,3206.550,1096.180,1202.840,1167.910,0.000,0.480
2510203124,2026-09-03 00:02:00,800,1090.110,769.440,265.340,55.310,307.650,0.000,0.270
2246006313,2026-09-03 00:30:00,8800,867.404,487.563,179.007,200.834,113.314,8.999,179.842
2410121326,2026-09-03 00:30:00,200,1470.610,949.520,411.960,109.120,344.450,0.000,5.420
2410121424,2026-09-03 00:30:00,120,46.010,28.390,10.790,6.820,1.600,0.000,16.470
2410121440,2026-09-03 00:30:00,120,14.900,9.510,2.920,2.450,1.670,0.000,4.850
2410121454,2026-09-03 00:30:00,160,1957.160,1230.870,422.710,303.570,315.950,0.000,76.260
2410121457,2026-09-03 00:30:00,120,1349.780,878.410,386.040,85.320,231.610,0.000,42.220
2410121574,2026-09-03 00:30:00,120,4671.910,3372.520,1085.640,213.750,402.060,0.000,369.960
2410131378,2026-09-03 00:30:00,200,1729.410,1109.730,478.490,141.190,381.140,0.000,8.600
2410131384,2026-09-03 00:30:00,200,9572.900,5432.060,1923.650,2217.170,1996.420,0.000,4.670
2410131387,2026-09-03 00:30:00,600,515.210,322.080,122.430,70.680,52.920,0.000,57.050
2410320615,2026-09-03 00:30:00,700,14785.370,9053.060,3610.500,2121.810,3647.550,0.000,51.450
2410883988,2026-09-03 00:30:00,100,31.740,16.230,4.710,10.790,3.300,0.000,1.860
2410883990,2026-09-03 00:30:00,60,2982.310,1709.950,636.570,635.770,886.610,0.000,38.500
2410883991,2026-09-03 00:30:00,100,2680.790,1613.530,602.360,464.890,250.750,0.260,73.280
2410883993,2026-09-03 00:30:00,60,2877.520,1375.730,546.430,955.360,95.470,0.000,327.990
2410883994,2026-09-03 00:30:00,320,101.020,44.900,20.130,35.970,3.430,0.000,5.360
2410932742,2026-09-03 00:30:00,240,19077.381,11107.590,3543.370,4426.410,4815.120,0.000,5.960
2411087432,2026-09-03 00:30:00,40,3460.590,2154.840,987.690,318.050,706.150,0.000,30.100
2411087433,2026-09-03 00:30:00,500,700.240,416.000,153.330,130.900,16.330,0.000,772.180
2411290205,2026-09-03 00:30:00,240,9184.730,6188.380,2675.460,320.890,3248.450,0.000,59.220
2510014481,2026-09-03 00:30:00,80,14793.910,8621.380,2850.910,3321.610,5549.760,0.000,5.520
2510014482,2026-09-03 00:30:00,40,1223.700,850.600,337.820,35.270,80.090,0.000,60.420
2510014483,2026-09-03 00:30:00,300,214.070,123.050,47.830,43.180,0.000,0.000,176.550
2510014484,2026-09-03 00:30:00,160,9042.670,5128.160,2002.130,1912.370,1386.850,0.000,21.010
2510178139,2026-09-03 00:30:00,300,725.890,424.670,157.000,144.210,147.660,0.000,14.130
2510178141,2026-09-03 00:30:00,40,596.470,445.700,140.470,10.290,164.870,0.000,44.940
2510203104,2026-09-03 00:30:00,120,2846.250,1708.820,666.600,470.830,413.300,0.000,69.180
2510203105,2026-09-03 00:30:00,100,2270.350,1579.600,640.670,50.080,533.840,0.000,68.390
2510203106,2026-09-03 00:30:00,100,94.500,43.710,15.930,34.840,0.400,0.000,35.480
2510203107,2026-09-03 00:30:00,600,426.790,267.700,117.780,41.300,120.570,0.000,11.250
2510203108,2026-09-03 00:30:00,80,3670.230,2060.410,811.810,798.000,588.480,0.000,36.430
2510203109,2026-09-03 00:30:00,160,1415.470,888.220,432.070,95.180,435.150,0.000,83.250
2510203111,2026-09-03 00:30:00,40,3716.530,2334.120,911.820,470.590,1018.250,0.000,12.190
2510203113,2026-09-03 00:30:00,160,4043.680,2569.320,969.290,505.060,227.430,0.000,107.770
2510203114,2026-09-03 00:30:00,120,1762.040,1108.240,434.590,219.200,350.860,0.000,32.350
2510203117,2026-09-03 00:30:00,80,1593.430,847.420,348.260,397.740,268.060,0.000,156.600
2510203118,2026-09-03 00:30:00,640,173.270,100.200,39.400,33.660,26.990,0.010,102.590
2510203119,2026-09-03 00:30:00,40,480.820,323.290,123.490,34.020,180.180,0.000,14.790
2510203120,2026-09-03 00:30:00,160,4021.350,2469.650,889.180,662.510,918.470,0.000,14.900
2510203121,2026-09-03 00:30:00,100,1241.590,727.530,290.190,223.860,68.920,0.000,102.450
2510203122,2026-09-03 00:30:00,40,882.430,559.750,275.850,46.810,646.310,0.000,0.680
2510203123,2026-09-03 00:30:00,40,2506.490,1646.350,682.970,177.160,792.760,0.000,11.030
2510203124,2026-09-03 00:30:00,800,1090.110,769.440,265.340,55.320,307.650,0.000,0.270
2510203126,2026-09-03 00:30:00,100,11.770,5.110,1.630,5.020,0.220,0.000,1.000
2510203127,2026-09-03 00:30:00,40,1103.180,719.810,295.680,87.680,307.250,0.000,48.390
2510203128,2026-09-03 00:30:00,500,7446.000,3907.060,1311.100,2227.830,331.600,0.000,112.110
2510203129,2026-09-03 00:30:00,80,2.650,1.390,0.500,0.750,0.000,0.000,0.470
