METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2410121326,2026-09-06 00:00:00,200,1492.880,964.140,418.440,110.280,349.920,0.000,5.430
2410121353,2026-09-06 00:00:00,120,653.930,455.200,177.230,21.490,139.730,0.000,14.990
2410121371,2026-09-06 00:00:00,120,571.100,355.510,126.310,89.270,69.670,0.000,29.100
2410121424,2026-09-06 00:00:00,120,46.350,28.580,10.870,6.900,1.600,0.000,16.700
2410121440,2026-09-06 00:00:00,120,16.000,10.300,3.160,2.530,1.840,0.000,5.010
2410121454,2026-09-06 00:00:00,160,1974.640,1242.970,426.630,305.030,318.960,0.000,76.290
2410121457,2026-09-06 00:00:00,120,1420.700,921.620,408.520,90.550,248.630,0.000,42.310
2410121574,2026-09-06 00:00:00,120,4714.750,3402.850,1096.110,215.780,405.930,0.000,371.600
2410131378,2026-09-06 00:00:00,200,1752.310,1124.330,486.570,141.410,385.930,0.000,8.750
2410131383,2026-09-06 00:00:00,400,1028.900,681.320,219.970,127.590,45.960,0.000,64.840
2410131384,2026-09-06 00:00:00,200,9617.490,5457.170,1932.940,2227.380,2008.750,0.000,4.730
2410131387,2026-09-06 00:00:00,600,520.140,325.190,123.760,71.180,53.220,0.000,57.400
2410320615,2026-09-06 00:00:00,700,14921.600,9138.840,3645.410,2137.340,3684.830,0.000,51.450
2410883988,2026-09-06 00:00:00,100,32.400,16.510,4.830,11.060,3.310,0.000,1.900
2410883990,2026-09-06 00:00:00,60,2985.530,1711.890,637.320,636.310,887.160,0.000,38.500
2410883991,2026-09-06 00:00:00,100,2689.900,1618.870,604.670,466.360,252.130,0.260,73.370
2410883993,2026-09-06 00:00:00,60,2917.940,1397.290,554.820,965.820,98.020,0.000,329.990
2410883994,2026-09-06 00:00:00,320,101.680,45.170,20.280,36.210,3.440,0.000,5.400
2410932742,2026-09-06 00:00:00,240,19219.131,11184.790,3575.780,4458.560,4856.130,0.000,5.960
2411087432,2026-09-06 00:00:00,40,3505.270,2182.690,1000.490,322.080,712.760,0.000,30.220
2411087433,2026-09-06 00:00:00,500,717.050,425.510,157.500,134.020,17.550,0.000,773.310
2411290205,2026-09-06 00:00:00,240,9263.980,6241.090,2700.080,322.800,3278.060,0.000,59.250
2510014481,2026-09-06 00:00:00,80,14905.740,8687.100,2877.420,3341.210,5595.030,0.000,5.520
2510014482,2026-09-06 00:00:00,40,1242.840,864.640,342.690,35.500,82.150,0.000,60.640
2510014483,2026-09-06 00:00:00,300,216.960,124.720,48.520,43.710,0.000,0.000,178.020
2510014484,2026-09-06 00:00:00,160,9112.050,5167.960,2017.930,1926.150,1412.530,0.000,21.070
2510178139,2026-09-06 00:00:00,300,743.040,434.120,160.420,148.490,152.480,0.000,14.130
2510178141,2026-09-06 00:00:00,40,609.610,455.830,143.370,10.410,168.590,0.000,45.270
2510203103,2026-09-06 00:00:00,400,1811.340,1075.770,407.900,327.660,50.670,0.050,324.670
2510203104,2026-09-06 00:00:00,120,2882.460,1731.010,676.010,475.430,422.220,0.000,69.180
2510203105,2026-09-06 00:00:00,100,2294.700,1596.090,647.500,51.100,540.440,0.000,68.740
2510203106,2026-09-06 00:00:00,100,95.360,44.080,16.090,35.180,0.400,0.000,35.770
2510203107,2026-09-06 00:00:00,600,464.320,293.990,126.220,44.090,132.060,0.000,11.600
2510203108,2026-09-06 00:00:00,80,3719.840,2087.760,825.090,806.980,594.190,0.000,36.510
2510203109,2026-09-06 00:00:00,160,1437.150,901.230,440.090,95.820,439.500,0.000,83.250
2510203113,2026-09-06 00:00:00,160,4082.140,2592.300,981.510,508.310,230.580,0.000,109.300
2510203114,2026-09-06 00:00:00,120,1791.150,1126.440,442.470,222.230,357.730,0.000,32.450
2510203117,2026-09-06 00:00:00,80,1604.570,853.550,350.350,400.670,271.060,0.000,157.900
2510203118,2026-09-06 00:00:00,640,176.450,102.060,40.220,34.150,26.990,0.010,104.740
2510203120,2026-09-06 00:00:00,160,4066.490,2497.110,899.320,670.050,930.460,0.000,14.900
2510203121,2026-09-06 00:00:00,100,1250.110,732.360,292.650,225.090,69.280,0.000,103.240
2510203122,2026-09-06 00:00:00,40,894.750,567.460,280.140,47.140,655.250,0.000,0.690
2510203123,2026-09-06 00:00:00,40,2535.890,1665.180,693.430,177.280,802.990,0.000,11.140
2510203124,2026-09-06 00:00:00,800,1099.130,775.870,267.700,55.550,309.960,0.000,0.280
2510203126,2026-09-06 00:00:00,100,12.420,5.380,1.750,5.280,0.240,0.000,1.040
2510203128,2026-09-06 00:00:00,500,7531.330,3950.240,1328.670,2252.400,338.060,0.000,112.180
2510203129,2026-09-06 00:00:00,80,3.330,1.730,0.650,0.940,0.000,0.000,0.580
2510203130,2026-09-06 00:00:00,120,20.460,14.010,4.490,1.950,7.350,0.000,0.280
2510203133,2026-09-06 00:00:00,40,642.160,437.290,161.360,43.500,108.960,0.000,46.640
2510203134,2026-09-06 00:00:00,200,138.500,81.050,32.150,25.280,6.060,0.000,32.550
2510224049,2026-09-06 00:00:00,1,51914.160,20173.000,10683.390,21057.760,118.430,0.000,8584.730
