METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC
2410121326,2026-08-29 00:00:00,200,1461.790,944.090,410.510,107.180,342.040
2410121353,2026-08-29 00:00:00,120,630.730,438.110,171.710,20.900,132.860
2410121371,2026-08-29 00:00:00,120,563.780,350.990,124.740,88.040,68.380
2410121424,2026-08-29 00:00:00,120,45.420,28.040,10.690,6.670,1.600
2410121440,2026-08-29 00:00:00,120,13.310,8.350,2.650,2.310,1.340
2410121454,2026-08-29 00:00:00,160,1950.020,1226.900,421.590,301.520,315.450
2410121457,2026-08-29 00:00:00,120,1288.940,835.380,372.480,81.070,219.210
2410121574,2026-08-29 00:00:00,120,4629.950,3342.510,1077.220,210.210,399.300
2410131378,2026-08-29 00:00:00,200,1714.770,1098.140,475.800,140.820,378.700
2410131383,2026-08-29 00:00:00,400,1014.690,671.940,216.920,125.820,45.270
2410131384,2026-08-29 00:00:00,200,9554.800,5422.110,1920.760,2211.930,1991.480
2410131387,2026-08-29 00:00:00,600,510.870,319.050,121.820,70.000,52.760
2410320615,2026-08-29 00:00:00,700,14674.920,8982.910,3585.940,2106.060,3620.230
2410883990,2026-08-29 00:00:00,60,2978.170,1707.540,635.750,634.870,885.990
2410883991,2026-08-29 00:00:00,100,2666.960,1604.860,599.630,462.470,248.660
2410883993,2026-08-29 00:00:00,60,2813.070,1340.310,535.960,936.800,90.170
2410932742,2026-08-29 00:00:00,240,18867.779,10982.100,3511.270,4374.390,4749.700
2411087432,2026-08-29 00:00:00,40,3446.890,2146.660,985.290,314.930,706.120
2411087433,2026-08-29 00:00:00,500,679.320,402.880,150.220,126.210,15.960
2411290205,2026-08-29 00:00:00,240,9139.980,6154.240,2667.480,318.250,3233.990
2510014481,2026-08-29 00:00:00,80,14757.790,8599.050,2845.110,3313.630,5537.860
2510014482,2026-08-29 00:00:00,40,1222.310,849.820,337.540,34.940,80.090
2510014483,2026-08-29 00:00:00,300,211.370,121.510,47.380,42.480,0.000
2510014484,2026-08-29 00:00:00,160,9016.200,5113.160,1996.830,1906.200,1378.470
2510178139,2026-08-29 00:00:00,300,715.280,418.050,155.700,141.520,144.890
2510178141,2026-08-29 00:00:00,40,595.750,445.250,140.340,10.150,164.870
2510203103,2026-08-29 00:00:00,400,1791.380,1063.480,404.790,323.100,44.950
2510203104,2026-08-29 00:00:00,120,2817.610,1691.220,661.020,465.360,407.220
2510203105,2026-08-29 00:00:00,100,2244.500,1560.500,634.590,49.400,528.700
2510203106,2026-08-29 00:00:00,100,93.070,43.060,15.720,34.280,0.400
2510203107,2026-08-29 00:00:00,600,400.820,251.130,112.140,37.540,114.960
2510203108,2026-08-29 00:00:00,80,3600.920,2019.470,798.040,783.400,581.530
2510203109,2026-08-29 00:00:00,160,1398.940,876.300,428.440,94.180,431.970
2510203111,2026-08-29 00:00:00,40,3691.890,2314.000,907.530,470.360,1012.950
2510203113,2026-08-29 00:00:00,160,3950.250,2501.460,949.680,499.100,219.930
2510203114,2026-08-29 00:00:00,120,1743.490,1096.360,430.620,216.490,346.640
2510203117,2026-08-29 00:00:00,80,1574.280,836.830,345.110,392.330,264.450
2510203118,2026-08-29 00:00:00,640,172.560,99.770,39.250,33.530,26.980
2510203119,2026-08-29 00:00:00,40,480.820,323.290,123.490,34.020,180.180
2510203120,2026-08-29 00:00:00,160,3960.250,2432.720,877.980,649.550,900.250
2510203122,2026-08-29 00:00:00,40,877.690,556.580,274.840,46.250,642.860
2510203123,2026-08-29 00:00:00,40,2490.210,1633.440,679.790,176.960,787.060
2510203124,2026-08-29 00:00:00,800,1084.990,765.950,264.020,55.010,306.560
2510203126,2026-08-29 00:00:00,100,10.670,4.600,1.480,4.580,0.220
2510203127,2026-08-29 00:00:00,40,1083.650,707.850,293.020,82.760,298.150
2510203128,2026-08-29 00:00:00,500,7306.930,3832.430,1287.880,2186.610,322.880
2510203129,2026-08-29 00:00:00,80,1.460,0.750,0.290,0.410,0.000
2510203130,2026-08-29 00:00:00,120,17.550,11.940,3.880,1.710,6.170
2510203133,2026-08-29 00:00:00,40,631.440,430.380,158.130,42.910,106.860
2510203134,2026-08-29 00:00:00,200,137.000,80.210,31.880,24.910,6.060
2510317505,2026-08-29 00:00:00,1,13584.040,5931.750,2877.060,4775.220,0.740
2510317537,2026-08-29 00:00:00,1,10759.590,6183.310,2036.170,2540.100,218.560
