METER_NO,DATE_TIME,HSN,PG,BT,CD,TD,VC,NG,NVC
2410121326,2026-09-09 00:00:00,200,1508.130,973.790,422.920,111.410,353.870,0.000,5.430
2410121353,2026-09-09 00:00:00,120,664.940,463.440,179.770,21.720,143.480,0.000,15.080
2410121371,2026-09-09 00:00:00,120,575.370,358.210,127.060,90.090,70.130,0.000,29.210
2410121424,2026-09-09 00:00:00,120,46.770,28.840,10.940,6.980,1.600,0.000,16.930
2410121454,2026-09-09 00:00:00,160,1989.300,1253.330,429.360,306.600,322.010,0.000,76.290
2410121457,2026-09-09 00:00:00,120,1488.850,971.140,424.870,92.830,263.760,0.000,42.320
2410121574,2026-09-09 00:00:00,120,4750.310,3428.340,1104.270,217.690,409.340,0.000,373.410
2410131378,2026-09-09 00:00:00,200,1778.400,1142.090,492.840,143.470,392.000,0.000,8.840
2410131383,2026-09-09 00:00:00,400,1035.160,685.590,221.220,128.350,46.350,0.000,65.020
2410131384,2026-09-09 00:00:00,200,9650.150,5476.890,1940.090,2233.170,2014.050,0.000,4.900
2410131387,2026-09-09 00:00:00,600,523.470,327.340,124.530,71.590,53.330,0.000,57.790
2410320615,2026-09-09 00:00:00,700,15017.510,9200.210,3666.890,2150.400,3709.880,0.000,51.450
2410883988,2026-09-09 00:00:00,100,33.040,16.820,4.910,11.310,3.330,0.000,1.940
2410883990,2026-09-09 00:00:00,60,2988.520,1713.910,637.820,636.770,887.630,0.000,38.500
2410883991,2026-09-09 00:00:00,100,2698.830,1624.710,606.310,467.800,253.410,0.260,73.570
2410883993,2026-09-09 00:00:00,60,2959.740,1421.730,561.260,976.740,100.880,0.000,332.310
2410883994,2026-09-09 00:00:00,320,102.510,45.620,20.410,36.480,3.450,0.000,5.450
2410932742,2026-09-09 00:00:00,240,19367.689,11275.910,3597.040,4494.740,4898.050,0.000,5.960
2411087432,2026-09-09 00:00:00,40,3536.760,2200.970,1010.740,325.050,717.600,0.000,30.330
2411087433,2026-09-09 00:00:00,500,734.260,436.050,160.600,137.600,19.150,0.000,774.140
2411290205,2026-09-09 00:00:00,240,9320.690,6276.510,2719.470,324.700,3299.870,0.000,59.260
2510014481,2026-09-09 00:00:00,80,15007.280,8750.700,2891.680,3364.890,5633.140,0.000,5.520
2510014482,2026-09-09 00:00:00,40,1249.240,869.310,344.170,35.750,82.300,0.000,61.010
2510014483,2026-09-09 00:00:00,300,219.480,126.310,48.960,44.210,0.000,0.000,179.490
2510014484,2026-09-09 00:00:00,160,9160.310,5195.940,2028.980,1935.370,1428.820,0.000,21.190
2510178139,2026-09-09 00:00:00,300,758.920,442.950,162.690,153.280,157.130,0.000,14.140
